name,L-30_1,L-30_2,L-30_3,FD30_1,FD30_2,FD30_3,FD90_1,FD90_2,FD90_3,FD150_1,FD150_2,FD150_3,R+1_1,R+1_2,R+1_3,R+7_1,R+7_2,R+7_3
Pigmentiphaga sp002188635,0,0,2e-05,0,0,0,0,0,1e-05,0,0,0,1e-05,0,2e-05,1e-05,0,1e-05
Achromobacter xylosoxidans,0,0,1e-05,0,0,1e-05,0,0,2e-05,0,0,1e-05,0,0,4e-05,0,0,1e-05
Turicimonas sp900542195,0,0,0,0,0,0,0,0,1e-05,0,0,1e-05,0,0,3e-05,0,0,1e-05
Comamonas kerstersii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acidovorax sp000302535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vitreoscilla massiliensis,7e-05,7e-05,0.00015,9e-05,8e-05,7e-05,0.00013,0.0001,0.00011,0.00018,0.00014,9e-05,9e-05,0.0001,7e-05,0.00017,0.0001,0.0001
Neisseria macacae,1e-05,0,3e-05,0,0,0,0,0,0,0,0,3e-05,1e-05,0,0,1e-05,0,1e-05
Neisseria subflava_C,1e-05,0,2e-05,0,0,0,0,0,0,0,0,2e-05,0,0,1e-05,4e-05,0,1e-05
Neisseria elongata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000003735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000000634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azonexus sp900549295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Providencia rettgeri_D,0.00068,0.00083,0.00108,0.00027,0.00027,0.00046,0.00037,0.0005,0.00028,0.00044,0.00032,0.00025,0.00058,0.00065,0.00045,0.00052,0.00054,0.0004
Providencia stuartii,2e-05,0.00027,0.00534,9e-05,7e-05,7e-05,1e-05,0.00024,7e-05,5e-05,4e-05,4e-05,0.00012,5e-05,0.00019,4e-05,4e-05,4e-05
Providencia alcalifaciens,0,0,4e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Providencia alcalifaciens_A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Escherichia coli_D,2e-05,0.00863,0.22042,0.00287,0.00187,0.00073,3e-05,0.01054,0.00029,5e-05,0.00069,0.00026,0.00136,0.00076,0.00028,0.00013,9e-05,1e-05
Escherichia albertii,1e-05,0.00242,0.02734,5e-05,3e-05,0.00055,0,0.00024,0.00019,0,1e-05,9e-05,2e-05,0.00012,0.00024,0,3e-05,1e-05
Escherichia sp000208585,0,0.00082,0.0308,5e-05,4e-05,0.00035,0,0.00019,0.00014,0,1e-05,6e-05,3e-05,6e-05,0.00019,0,1e-05,0
Plesiomonas shigelloides,0.00067,0.00118,0.00419,0.00115,0.00112,0.00055,0.00072,0.0008,0.00061,0.00071,0.00086,0.00035,0.00055,0.00066,0.00048,0.00057,0.00044,0.00035
Citrobacter europaeus,0.00026,0.001,0.00404,0.00029,0.00027,0.00069,0.00014,0.00032,0.00027,0.00047,0.00014,0.00091,0.00101,0.00064,0.0006,0.00047,0.00042,0.00043
Citrobacter gillenii,0,0.00016,0.00357,5e-05,4e-05,3e-05,0,0.00013,1e-05,0,1e-05,0,4e-05,1e-05,0.00011,0,0,0
Citrobacter youngae,0,2e-05,0.0002,0,0,0,0,1e-05,0,0,0,0,0,0,1e-05,0,0,0
Citrobacter portucalensis,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterobacter hormaechei_A,0,1e-05,0.0001,0,0,1e-05,0,0,0,0,0,0,0.0005,0.00011,0.006,0,0,0
Enterobacter ludwigii,0,0,1e-05,0,0,0,0,0,0,0,0,0,7e-05,2e-05,5e-05,0,0,0
Enterobacter cancerogenus,0,2e-05,0.00045,1e-05,0,0,0,2e-05,0,0,0,0,0.0001,1e-05,0.00017,0,0,0
Enterobacter kobei,0,0,2e-05,0,0,0,0,0,0,0,0,0,0.0002,1e-05,0.00075,0,0,0
Enterobacter cloacae,0,1e-05,0.00026,0,1e-05,3e-05,0,2e-05,0,0,0,0,1e-05,0,9e-05,0,0,0
Enterobacter chengduensis,0,3e-05,0.00051,1e-05,1e-05,1e-05,0,3e-05,1e-05,0,0,0,0.00013,0,0.00027,0,0,0
Enterobacter asburiae_B,0,1e-05,0.00056,1e-05,0,0,0,1e-05,0,0,0,0,1e-05,0,3e-05,0,0,0
Enterobacter sichuanensis,0,0,2e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterobacter cloacae_K,0,0,4e-05,0,0,0,0,0,0,0,0,0,3e-05,0,1e-05,0,0,0
Enterobacter bugandensis,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,4e-05,0,0,0
Phytobacter sp002377245,4e-05,9e-05,0.00057,3e-05,1e-05,4e-05,1e-05,4e-05,4e-05,0.00012,1e-05,8e-05,9e-05,7e-05,3e-05,5e-05,3e-05,8e-05
Phytobacter ursingii,0,0.00025,0.01333,3e-05,2e-05,8e-05,0,0.00014,3e-05,0,1e-05,1e-05,0.00022,7e-05,0.00088,1e-05,0,0
Phytobacter massiliensis,2e-05,4e-05,0.00033,2e-05,1e-05,2e-05,2e-05,1e-05,2e-05,1e-05,1e-05,0,3e-05,2e-05,2e-05,2e-05,1e-05,0
Phytobacter diazotrophicus,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edwardsiella tarda,0,0.00095,0.00238,3e-05,3e-05,4e-05,0,0.00012,2e-05,0,1e-05,1e-05,1e-05,5e-05,5e-05,0,2e-05,0
Leminorella richardii,1e-05,0.00011,0.0019,5e-05,8e-05,4e-05,1e-05,0.00013,2e-05,3e-05,2e-05,1e-05,4e-05,4e-05,5e-05,2e-05,2e-05,1e-05
Leminorella grimontii,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cronobacter sakazakii,1e-05,0.0001,0.00122,3e-05,5e-05,2e-05,1e-05,9e-05,1e-05,1e-05,3e-05,1e-05,3e-05,3e-05,6e-05,2e-05,2e-05,0
Cronobacter malonaticus,0,1e-05,0.00036,1e-05,1e-05,0,1e-05,1e-05,0,0,0,0,0,1e-05,1e-05,0,0,0
Klebsiella pneumoniae,0,0.00208,0.002,2e-05,0.00041,2e-05,0,0.00032,1e-05,0,0.00032,2e-05,3e-05,5e-05,0.00014,0,1e-05,0
Klebsiella aerogenes,0,0.00013,0.00048,0,1e-05,1e-05,0,4e-05,0,0,1e-05,0,1e-05,0,2e-05,0,0,0
Klebsiella variicola,0,0.00012,0.00018,0,1e-05,0,0,3e-05,0,0,3e-05,0,0,0,0.0001,0,0,0
Klebsiella quasivariicola,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000003882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pantoea septica,0,0.00013,0.00473,3e-05,4e-05,4e-05,0,0.00011,2e-05,1e-05,1e-05,1e-05,6e-05,2e-05,0.00022,1e-05,0,1e-05
Pantoea anthophila,0,2e-05,0.00033,1e-05,1e-05,1e-05,0,2e-05,0,0,0,0,0,0,6e-05,0,0,0
Pantoea eucalypti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pantoea brenneri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pantoea ananatis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salmonella bongori,0,7e-05,0.01388,2e-05,1e-05,1e-05,0,5e-05,1e-05,0,0,0,2e-05,1e-05,2e-05,0,0,0
Enterobacter_D kobei_A,1e-05,7e-05,0.00076,2e-05,2e-05,3e-05,1e-05,6e-05,7e-05,2e-05,3e-05,1e-05,3e-05,2e-05,6e-05,2e-05,1e-05,1e-05
Pseudescherichia sp002298805,0,4e-05,0.00064,3e-05,4e-05,1e-05,0,7e-05,1e-05,0,1e-05,0,1e-05,1e-05,1e-05,0,1e-05,0
Yersinia enterocolitica,0,3e-05,0.00089,1e-05,1e-05,1e-05,0,2e-05,0,0,0,0,1e-05,0,2e-05,0,0,0
Yersinia massiliensis,0,0,4e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yersinia frederiksenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yersinia kristensenii_B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proteus sp001722135,0,2e-05,0.0003,1e-05,1e-05,1e-05,0,2e-05,1e-05,2e-05,0,2e-05,2e-05,0,4e-05,1e-05,0,1e-05
Proteus sp003144505,0,0,2e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proteus vulgaris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterobacter_A timonensis,0,4e-05,0.00102,1e-05,1e-05,2e-05,0,3e-05,1e-05,0,0,1e-05,2e-05,1e-05,3e-05,0,0,0
Klebsiella_A oxytoca,0,4e-05,0.00028,0,0,1e-05,0,2e-05,0,1e-05,0,0,0,1e-05,2e-05,1e-05,0,1e-05
Franconibacter helveticus,0,0,0,0,1e-05,1e-05,0,0,0,0,0,1e-05,0,0,0,0,0,0
Cedecea davisae,0,6e-05,0.00125,1e-05,1e-05,1e-05,0,4e-05,0,0,0,0,1e-05,0,3e-05,0,0,0
Serratia surfactantfaciens,0,0,8e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serratia marcescens_I,0,1e-05,0.0001,0,0,0,0,1e-05,0,0,0,0,0,0,1e-05,0,0,0
Serratia liquefaciens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serratia ureilytica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citrobacter_A sedlakii,0,4e-05,0.00086,1e-05,1e-05,1e-05,0,2e-05,0,0,0,0,1e-05,0,7e-05,0,0,0
Hafnia alvei,0,2e-05,0.00024,0,0,0,0,1e-05,0,0,0,0,1e-05,0,2e-05,0,0,0
Raoultella ornithinolytica,0,3e-05,0.00011,0,1e-05,1e-05,0,1e-05,0,0,0,0,1e-05,0,4e-05,0,0,0
Kluyvera ascorbata_B,0,2e-05,0.0003,0,1e-05,0,0,2e-05,0,0,0,0,2e-05,0,1e-05,0,0,0
Yokenella regensburgei,0,0,2e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kosakonia cowanii,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leclercia adecarboxylata_C,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mixta calida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chimaeribacter coloradensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vibrio cholerae,0.00044,0.00035,0.00252,0.00035,0.00022,0.0003,0.00031,0.00031,0.00032,0.0005,0.00024,0.00036,0.00042,0.00035,0.00031,0.0006,0.00036,0.00034
Vibrio metoecus,1e-05,1e-05,0.00018,1e-05,1e-05,1e-05,0,1e-05,1e-05,1e-05,0,5e-05,2e-05,1e-05,2e-05,1e-05,1e-05,5e-05
Vibrio furnissii,0,0,0.00011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vibrio fluvialis,0,0,3e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vibrio vulnificus,0,0,3e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Succinivibrio sp900770725,1e-05,1e-05,2e-05,1e-05,2e-05,2e-05,1e-05,1e-05,8e-05,1e-05,1e-05,1e-05,3e-05,1e-05,0.00014,2e-05,1e-05,3e-05
MGYG000000708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000001857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Succinivibrio sp900555115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA2804 sp900768635,0,0,7e-05,0,0,0,0,1e-05,0,0,1e-05,0,0,0,0,0,0,0
Anaerobiospirillum succiniciproducens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anaerobiospirillum sp900543125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WG-1 sp900539665,0,0,3e-05,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000001890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aeromonas dhakensis,2e-05,5e-05,0.00135,4e-05,0,5e-05,0,3e-05,8e-05,0.00017,3e-05,0.00014,1e-05,1e-05,3e-05,7e-05,0,0.00013
Aeromonas veronii_A,0,0,2e-05,0,0,0,0,0,0,2e-05,0,3e-05,0,0,0,0,0,1e-05
Aeromonas caviae,0,0,0,0,0,0,0,0,1e-05,2e-05,0,2e-05,0,0,0,0,0,1e-05
Haemophilus influenzae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haemophilus sp002998595,0,0,0.00013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haemophilus_D parainfluenzae_N,9e-05,0,0.0005,0.00013,0,0.00017,1e-05,1e-05,0.00042,0.00081,0.00011,0.00074,1e-05,0,0,0.00047,0,0.00062
MGYG000000860,4e-05,0,2e-05,8e-05,0,5e-05,0,0,0.00014,0.00027,4e-05,0.00019,0,0,0,0.00013,0,0.00019
Haemophilus_A paraphrohaemolyticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acinetobacter variabilis,7e-05,3e-05,0.00022,7e-05,3e-05,3e-05,5e-05,6e-05,4e-05,0.0001,4e-05,5e-05,6e-05,6e-05,3e-05,4e-05,2e-05,5e-05
Acinetobacter courvalinii,0,0,1e-05,1e-05,0,0,1e-05,0,0,1e-05,1e-05,1e-05,0,1e-05,0,1e-05,0,0
Acinetobacter junii,1e-05,1e-05,1e-05,1e-05,0,1e-05,1e-05,1e-05,3e-05,4e-05,2e-05,3e-05,1e-05,1e-05,2e-05,4e-05,1e-05,3e-05
Acinetobacter sp900766635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acinetobacter pittii,0,0,1e-05,0,0,1e-05,0,0,0,1e-05,0,0,0,0,0,0,0,0
Acinetobacter baumannii,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,0,1e-05
Pseudomonas_B luteola,1e-05,3e-05,0.00079,2e-05,3e-05,1e-05,1e-05,4e-05,2e-05,1e-05,1e-05,1e-05,3e-05,2e-05,4e-05,1e-05,1e-05,1e-05
Pseudomonas_E fulva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas_R sp900766265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas citronellolis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salinicola tamaricis,0,0,5e-05,0,0,0,0,0,0,1e-05,0,0,0,1e-05,1e-05,0,0,1e-05
Stenotrophomonas bentonitica_A,8e-05,6e-05,0.00013,0.0002,0.00025,7e-05,0.00015,0.0001,0.00014,0.00012,0.00017,8e-05,0.00012,0.00012,5e-05,0.00016,7e-05,0.00014
Stenotrophomonas maltophilia_AQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stenotrophomonas maltophilia_AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stenotrophomonas maltophilia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stenotrophomonas sp003028475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xanthomonas_B massiliensis,0,1e-05,0.0002,0,0,0,0,2e-05,0,0,0,0,1e-05,1e-05,2e-05,0,0,1e-05
Rs-D84 sp900546225,0.00011,0.0001,0.00018,0.00023,0.00041,6e-05,0.00018,0.00014,5e-05,0.00012,0.00017,4e-05,0.00013,0.00014,5e-05,0.00017,9e-05,4e-05
Rs-D84 sp900546185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rs-D84 sp900550565,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
Rs-D84 sp900549365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAAHEQ01 sp900772625,3e-05,4e-05,1e-05,2e-05,1e-05,2e-05,7e-05,5e-05,2e-05,6e-05,6e-05,1e-05,4e-05,5e-05,2e-05,5e-05,5e-05,1e-05
UBA7488 sp002477185,0,1e-05,2e-05,1e-05,0,0,0,0,1e-05,1e-05,1e-05,0,1e-05,1e-05,1e-05,1e-05,2e-05,1e-05
MGYG000004361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000000637,3e-05,5e-05,0.00063,3e-05,2e-05,2e-05,5e-05,4e-05,3e-05,5e-05,3e-05,1e-05,5e-05,5e-05,3e-05,5e-05,4e-05,1e-05
MGYG000004400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-495 sp001917125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-495 sp900540425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000001894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000000394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUG410 sp900769705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000000617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51-20 sp001917175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51-20 sp900762565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51-20 sp900539605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-267 sp900551865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-267 sp001917135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000000610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004298,1e-05,1e-05,1e-05,0,0,0,0,0,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,1e-05,0,1e-05
CAG-977 sp900553035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-977 sp900768845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA2903 sp002349565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000003371,0,0,0,1e-05,2e-05,0,1e-05,1e-05,0,1e-05,1e-05,0,1e-05,1e-05,0,0,0,0
Sphingomonas ginsenosidimutans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradyrhizobium sp000015165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caulobacter sp903900155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactobacillus delbrueckii,1e-05,0.00017,0.0001,0,0.00021,1e-05,0,0.00019,0.0002,0,0.00021,0.00013,1e-05,0.00071,0.00024,0,0.00018,7e-05
Lactobacillus hominis,3e-05,2e-05,1e-05,1e-05,1e-05,2e-05,3e-05,2e-05,1e-05,2e-05,1e-05,0,4e-05,5e-05,1e-05,5e-05,4e-05,1e-05
Lactobacillus crispatus,2e-05,4e-05,4e-05,5e-05,4e-05,0,1e-05,2e-05,3e-05,3e-05,4e-05,1e-05,2e-05,1e-05,2e-05,2e-05,1e-05,1e-05
Lactobacillus acidophilus,1e-05,1e-05,0,1e-05,0,0,2e-05,1e-05,0,0,2e-05,0,0,0,0,2e-05,1e-05,0
Lactobacillus iners,0,0,0,0,0,1e-05,0,0,1e-05,0,0,2e-05,0,0,1e-05,0,0,2e-05
Lactobacillus intestinalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactobacillus johnsonii,0,0,0,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0
Lactobacillus amylovorus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactobacillus paragasseri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactobacillus gallinarum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactobacillus gasseri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lentilactobacillus parafarraginis,0.0003,0.00021,0.00021,0.0001,2e-05,0.00017,0.00015,0.00024,0.00018,0.00024,0.00012,0.00015,0.00051,0.00034,0.00029,0.00035,0.00039,0.00026
Lentilactobacillus kefiri,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ligilactobacillus salivarius,8e-05,0.0001,1e-05,8e-05,7e-05,1e-05,8e-05,6e-05,2e-05,6e-05,0.00011,1e-05,6e-05,8e-05,2e-05,0.0001,7e-05,2e-05
Ligilactobacillus animalis,5e-05,3e-05,1e-05,1e-05,0,1e-05,2e-05,1e-05,1e-05,2e-05,2e-05,1e-05,2e-05,3e-05,1e-05,4e-05,3e-05,1e-05
Ligilactobacillus agilis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Limosilactobacillus reuteri_E,0.00011,9e-05,0.00011,0.00013,0.00021,3e-05,0.00011,9e-05,6e-05,7e-05,0.00013,5e-05,8e-05,0.0001,8e-05,0.00014,7e-05,7e-05
Limosilactobacillus vaginalis_A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Limosilactobacillus fermentum,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,1e-05,1e-05,0,1e-05
MGYG000004840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Limosilactobacillus caviae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pediococcus pentosaceus,7e-05,9e-05,1e-05,0.0001,0.00015,1e-05,9e-05,7e-05,1e-05,6e-05,0.0001,1e-05,5e-05,9e-05,1e-05,8e-05,6e-05,1e-05
Pediococcus acidilactici,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weissella cibaria,4e-05,2e-05,3e-05,2e-05,2e-05,4e-05,6e-05,3e-05,3e-05,6e-05,3e-05,2e-05,6e-05,8e-05,4e-05,5e-05,4e-05,1e-05
Weissella paramesenteroides,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,0,0,0,0
Weissella viridescens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weissella confusa_B,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,0
Leuconostoc lactis,6e-05,5e-05,6e-05,2e-05,3e-05,2e-05,6e-05,3e-05,5e-05,5e-05,5e-05,2e-05,4e-05,6e-05,7e-05,7e-05,4e-05,3e-05
Leuconostoc citreum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Levilactobacillus brevis,0.00014,1e-05,0,2e-05,1e-05,0,1e-05,1e-05,2e-05,1e-05,1e-05,0,5e-05,1e-05,2e-05,2e-05,1e-05,1e-05
Levilactobacillus namurensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lacticaseibacillus paracasei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lacticaseibacillus sp900540605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loigolactobacillus coryniformis,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0
Lactiplantibacillus pentosus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Companilactobacillus farciminis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Companilactobacillus farciminis_A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schleiferilactobacillus harbinensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fructilactobacillus sanfranciscensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus infantarius,1e-05,1e-05,1e-05,4e-05,0,1e-05,1e-05,1e-05,1e-05,3e-05,1e-05,1e-05,2e-05,2e-05,2e-05,1e-05,2e-05,2e-05
Streptococcus agalactiae,0,0,0,1e-05,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0
Streptococcus sp902363395,0,0,0,2e-05,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus anginosus_C,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0
Streptococcus koreensis,1e-05,0,2e-05,2e-05,0,0,0,0,0,0,0,0,0,0,1e-05,1e-05,0,1e-05
Streptococcus sanguinis_H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus mutans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus equinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus vestibularis,1e-05,1e-05,1e-05,0.00073,0,1e-05,0,0,0,0,0,2e-05,0,0,2e-05,0,0,9e-05
Streptococcus sp000411475,1e-05,0,0,1e-05,0,0,0,0,1e-05,1e-05,0,1e-05,0,0,1e-05,2e-05,0,1e-05
Streptococcus sp900550895,0,0,0,2e-05,1e-05,0,0,0,0,0,0,0,0,0,1e-05,0,0,0
Streptococcus mitis_D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus sp900755085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus oralis_S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus oralis_E,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus sp900555155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus infantis_I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000000576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus anginosus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus parasanguinis,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus sp900543065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus parasanguinis_B,2e-05,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus sp004166885,0,0,1e-05,3e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactococcus lactis_E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactococcus_A raffinolactis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactococcus_A piscium_C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Listeria grayi,1e-05,1e-05,2e-05,1e-05,0,1e-05,2e-05,1e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,1e-05,2e-05,2e-05,1e-05
Listeria monocytogenes_B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Listeria innocua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterococcus_G italicus,0,0,0,0,0,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,0
Enterococcus_D gallinarum,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
