category,L-30_1,L-30_2,L-30_3,FD30_1,FD30_2,FD30_3,FD90_1,FD90_2,FD90_3,FD150_1,FD150_2,FD150_3,R+1_1,R+1_2,R+1_3,R+7_1,R+7_2,R+7_3
Paenibacillus_sp_H1-7,2.04842238151543e-06,2.57050103515182e-06,1.77319730703343e-06,2.75388734424196e-06,3.53338102361257e-06,1.14016710025906e-06,3.59394386199229e-06,2.61510798497916e-06,1.61157166471848e-06,2.98801908579819e-06,2.90913166261055e-06,1.84223113194147e-06,2.44568491704356e-06,1.70729106082503e-06,1.14792319771707e-06,2.64256871067693e-06,5.89243191260345e-06,1.48524823603565e-06
Paenibacillus_sp_IHBB_10380,4.58602025712409e-07,0,4.07835380617689e-06,5.64049215085702e-07,0,2.23648161973892e-06,1.20917737412825e-06,0,1.45041449824663e-06,1.91094243859186e-06,0,1.74527159868139e-06,3.57905109811253e-07,0,7.03565830858849e-07,4.40428118446154e-07,0,4.02254730592988e-06
Paenibacillus_sp_DCT19,1.92612850799212e-06,0,6.97457607433148e-06,3.18521909695455e-06,0,3.59591162389396e-06,2.92217865414326e-06,8.71702661659719e-07,3.78719341208842e-06,3.26597434959337e-06,0,4.60557782985367e-06,1.49127129088022e-06,3.30443431127424e-07,2.59208464000629e-06,1.38000810446462e-06,4.97951992614376e-07,2.04221632454902e-06
Paenibacillus_sp_JDR-2,1.86498157123046e-06,0,5.02405903659471e-06,2.45527305390247e-06,0,2.54344968519329e-06,1.74658954040747e-06,0,2.21591103898791e-06,4.44728422072289e-06,0,1.93919066520154e-06,6.85984793804901e-07,0,1.03683385600251e-06,1.08638935883385e-06,0,2.846725785735e-06
Paenibacillus_sp_FSL_R7-0331,0,0,2.00962361463789e-06,0,0,1.35943000415503e-06,4.36647385101867e-07,6.74866576768815e-07,1.41012520662867e-06,8.33865791385541e-07,0,1.5028727655312e-06,0,0,9.25744514287959e-07,5.57875616698462e-07,0,1.91844563821271e-06
Paenibacillus_sp_FSL_R7-0273,9.47777519805646e-07,0,1.53677099942897e-06,2.45527305390247e-06,0,1.578692908051e-06,2.48553126904139e-06,0,8.86364415595163e-07,4.89896152439005e-06,0,7.27196499450579e-07,9.54413626163341e-07,0,0,4.40428118446154e-07,0,8.66394804354129e-07
Paenibacillus_sp_RUD330,0,3.04037756845915e-07,2.18694334534123e-06,0,8.19744397478116e-07,9.64756777142281e-07,0,0,6.44628665887391e-07,7.29632567462348e-07,5.64879934487485e-07,8.24156032710656e-07,0,0,5.55446708572776e-07,0,0,8.66394804354129e-07
Paenibacillus_sp_MBLB1832,1.40637954551805e-06,0,0,3.55019211848059e-06,0,2.4118919428557e-06,4.26570906984131e-06,0,1.65186095633644e-06,3.33546316554216e-06,0,1.98767043183158e-06,5.66683090534484e-07,0,5.18416928001257e-07,3.8170436932e-07,0,1.29959220653119e-06
Paenibacillus_sp_PSB04,0,0,0,0,0,0,8.73294770203733e-07,0,0,1.14656546315512e-06,0,0,0,0,0,0,0,0
Paenibacillus_sp_YPG26,0,0,7.15189580503483e-06,0,0,1.22787226181745e-06,0,0,1.41012520662867e-06,0,0,3.44206343073274e-06,0,0,7.77625392001886e-07,0,0,4.27008867860249e-06
Paenibacillus_sp_R14_2021_,0,0,0,0,3.10937530077906e-07,4.8237838857114e-07,0,6.18627695371414e-07,7.65496540741277e-07,6.60143751513553e-07,0,0,3.28079683993648e-07,3.57980383721376e-07,7.03565830858849e-07,6.16599365824616e-07,4.42623993435001e-07,0
Paenibacillus_sp_B01,5.80895899235718e-07,0,0,4.31331752712596e-07,0,1.35943000415503e-06,1.14200085334334e-06,0,1.89359670604421e-06,3.33546316554216e-06,0,1.45439299890116e-06,1.10354075525136e-06,0,1.07386363657403e-06,7.04684989513847e-07,0,2.28975769722163e-06
Paenibacillus_sp_FSL_P4-0081,5.50322430854891e-07,1.10559184307605e-06,0,7.29946043052085e-07,1.30028421668942e-06,9.64756777142281e-07,0,8.43583220961018e-07,2.5382253719316e-06,9.72843423283131e-07,1.58166381656496e-06,2.1331097317217e-06,5.36857664716879e-07,0,8.88714733716441e-07,9.10218111455386e-07,1.65983997538125e-06,2.35164304038978e-06
Paenibacillus_sp_481,1.43695301389888e-06,4.69876533307322e-07,0,6.07182390356962e-06,9.61079638422618e-07,2.93812291220604e-06,6.65047555770535e-06,1.37785259423633e-06,3.78719341208842e-06,8.4081467298042e-06,6.77855921384982e-07,4.46013852996355e-06,2.17725608468512e-06,6.88423814848801e-07,2.40693573714869e-06,1.99660747028923e-06,0,2.66106975623054e-06
Paenibacillus_sp_PK1-4R,0,1.35435000776816e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paenibacillus_sp_32O-W,0,0,0,0,4.52272771022409e-07,8.77051615583892e-07,0,4.4991105117921e-07,9.26653707213125e-07,0,0,1.21199416575096e-06,2.98254258176044e-07,3.57980383721376e-07,0,3.22980620193847e-07,3.31967995076251e-07,0
Paenibacillus_sp_E222,2.07899584989625e-06,0,5.08316561349583e-06,3.01932226898817e-06,0,3.2012383968812e-06,3.02294343532062e-06,0,2.8605397048753e-06,2.08466447846385e-06,0,3.58750273062286e-06,1.31231873597459e-06,0,2.8142633234354e-06,0,0,2.66106975623054e-06
Paenibacillus_sp_JNUCC-31,1.22293873523309e-06,0,6.206190574617e-06,1.45989208610417e-06,0,2.76271258908926e-06,8.06118249418831e-07,0,3.62603624561658e-06,1.11182105518072e-06,0,2.56942763139205e-06,7.75461071257714e-07,0,2.25881661486262e-06,4.40428118446154e-07,0,2.16598701088532e-06
Paenibacillus_sp_IHB_B_3084,4.92232840931319e-06,0,0,6.90130804340153e-06,0,0,6.11306339142613e-06,0,0,4.82947270844126e-06,0,0,3.75800365301815e-06,0,6.29506269715812e-07,0,0,0
Paenibacillus_sp_D2_2,0,0,2.65979596055014e-06,0,0,6.13936130908724e-07,7.38941728633928e-07,0,1.24896804015682e-06,4.1693289569277e-07,0,8.24156032710656e-07,0,0,0,0,0,9.90165490690433e-07
Paenibacillus_polymyxa,7.30705894301772e-06,4.201249003689e-06,6.32440372841923e-06,1.09823700113745e-05,5.82301192691351e-06,4.10021630285469e-05,1.41742458856144e-05,4.6115882745869e-06,2.10712995161941e-05,1.78933701068147e-05,4.26484350538051e-06,3.97534086366316e-05,5.60718005370963e-06,2.61601049642544e-06,1.47748824480358e-05,3.87576744232616e-06,4.84119992819532e-06,1.92463417252953e-05
Paenibacillus_yonginensis,1.13121833009061e-06,0,0,1.22763652695123e-06,0,0,1.47788345726786e-06,0,0,1.49400954289909e-06,0,0,4.7720681308167e-07,0,0,0,0,0
Paenibacillus_naphthalenovorans,6.11469367616546e-07,0,4.5512064213858e-06,1.95758257000332e-06,6.78409156533613e-07,2.06107129662215e-06,1.04123607216599e-06,5.34269373275312e-07,2.45764678869568e-06,1.77196480669427e-06,4.51903947589988e-07,3.87838133040309e-06,7.4563564544011e-07,0,1.62931034514681e-06,0,4.97951992614376e-07,4.08443264909804e-06
Paenibacillus_elgii,4.28028557331582e-07,0,0,1.1280984301714e-06,0,0,5.71000426671672e-07,0,0,1.00758783125753e-06,0,0,4.17555961446462e-07,0,8.14655172573404e-07,3.52342494756923e-07,0,0
Paenibacillus_aurantius,0,0,9.45705230417829e-07,0,0,0,0,0,0,4.86421711641566e-07,0,0,0,0,4.81387147429739e-07,5.57875616698462e-07,0,0
Paenibacillus_mucilaginosus,9.78350988186473e-07,7.73914290153237e-07,3.16811252189973e-05,3.91516514000664e-06,7.06676204722514e-07,1.00860935792148e-05,2.5527077898263e-06,4.4991105117921e-07,8.94422273918755e-06,6.53194869918674e-06,7.3434391483373e-07,1.87131899191949e-05,1.19301703270418e-06,0,2.74020376229236e-06,1.05702748427077e-06,9.40575986049377e-07,4.33816255608746e-05
Paenibacillus_andongensis,2.04842238151543e-06,0,0,5.87274771000996e-06,8.48011445667016e-07,8.37584292882617e-06,5.81076904789407e-06,0,8.5816191146259e-06,4.41253981274849e-06,7.06099918109356e-07,6.35084942853506e-06,7.15810219622506e-07,0,4.25842476572461e-06,4.40428118446154e-07,0,2.66106975623054e-06
Paenibacillus_amylolyticus,1.03949792494813e-06,0,2.79574108742271e-05,8.95842871018468e-07,0,8.77051615583892e-07,1.07482433255844e-06,0,0,1.32028750302711e-06,0,0,6.26333942169692e-07,0,7.77625392001886e-07,0,0,0
Paenibacillus_beijingensis,0,0,4.61031299828691e-06,4.97690483899149e-07,0,2.4118919428557e-06,4.03059124709415e-07,0,2.33677891384179e-06,7.29632567462348e-07,0,5.91453152886471e-06,4.47381387264066e-07,0,1.70336990628985e-06,0,0,7.3643558370101e-06
Paenibacillus_stellifer,9.47777519805646e-07,0,0,1.36035398932434e-06,0,0,3.69470864316964e-07,3.93672169781809e-07,6.04339374269429e-07,2.11940888643825e-06,0,5.81757199560463e-07,6.26333942169692e-07,0,7.40595611430368e-07,9.98303735144616e-07,0,0
Paenibacillus_macerans,9.17204051424818e-07,0,1.06391838422006e-06,1.59260954847728e-06,3.95738674644608e-07,5.78854066285368e-06,1.17558911373579e-06,7.31105458166216e-07,3.30372191267288e-06,1.04233223923193e-06,0,4.70253736311374e-06,4.17555961446462e-07,6.60886862254848e-07,2.59208464000629e-06,7.92770613203078e-07,4.14959993845313e-07,2.66106975623054e-06
Paenibacillus_woosongensis,3.82168354760341e-06,0,0,4.44603498949906e-06,0,3.85902710856912e-06,3.79547342434699e-06,0,5.19731861871709e-06,5.35063882805722e-06,0,6.73868756157536e-06,2.44568491704356e-06,0,4.4435736685822e-06,1.38000810446462e-06,4.97951992614376e-07,1.79467495187641e-06
Paenibacillus_dendritiformis,6.42042835997373e-07,7.18634697999434e-07,5.67423138250697e-06,2.22301749474953e-06,0,1.27611010067456e-05,1.67941301962256e-06,6.18627695371414e-07,7.97727974035647e-06,1.21605427910391e-06,0,1.01322712256781e-05,0,6.88423814848801e-07,4.25842476572461e-06,4.69789993009231e-07,5.80943991383439e-07,1.36147754969935e-05
Paenibacillus_polygoni,3.363081521891e-06,0,0,4.04788260237974e-06,0,1.88566097350537e-06,2.51911952943385e-06,3.37433288384407e-07,1.57128237310052e-06,6.25399343539156e-06,0,1.30895369901104e-06,2.0579543814147e-06,3.02906478533472e-07,1.48119122286074e-06,7.92770613203078e-07,3.04303995486563e-07,2.16598701088532e-06
Paenibacillus_protaetiae,1.95670197637295e-06,0,4.84673930589137e-06,3.05250163458145e-06,0,3.28894355843959e-06,2.35117822747159e-06,0,3.3843004959088e-06,3.16174112567018e-06,0,2.56942763139205e-06,2.20708151050273e-06,0,1.4071316617177e-06,1.43873185359077e-06,4.42623993435001e-07,2.9704964720713e-06
Paenibacillus_rhizovicinus,1.52867341904136e-06,0,0,1.62578891407055e-06,0,4.38525807791946e-07,8.73294770203733e-07,0,1.00723229044905e-06,2.91853026984939e-06,0,7.27196499450579e-07,9.54413626163341e-07,0,7.77625392001886e-07,8.80856236892309e-07,0,9.28280147522281e-07
Paenibacillus_albus,0,0,0,0,0,7.01641292467113e-07,4.36647385101867e-07,0,4.02892916179619e-07,6.25399343539156e-07,0,9.69595332600772e-07,0,0,4.81387147429739e-07,0,0,0
Paenibacillus_tritici,1.49809995066054e-06,0,6.6199366129248e-06,2.95296353780162e-06,0,6.18321388986644e-06,4.09776776787906e-06,0,6.64773311696372e-06,4.2040733649021e-06,0,6.73868756157536e-06,1.31231873597459e-06,0,2.48099529829173e-06,1.58554122640616e-06,0,6.25041965998336e-06
Paenibacillus_guangzhouensis,5.50322430854891e-07,0,7.97938788165043e-06,8.29484139831915e-07,0,1.53484032727181e-06,8.06118249418831e-07,0,1.36983591501071e-06,1.3897763189759e-06,0,1.69679183205135e-06,4.17555961446462e-07,0,2.25881661486262e-06,4.99151867572308e-07,0,1.48524823603565e-06
Paenibacillus_peoriae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paenibacillus_cellulosilyticus,0,1.24379082346056e-06,0,3.31793655932766e-07,0,2.28033420051812e-06,3.69470864316964e-07,0,1.85330741442625e-06,0,0,1.79375136531143e-06,3.87730535628857e-07,0,1.92554858971896e-06,0,5.25615992204064e-07,8.04509461185977e-07
Paenibacillus_donghaensis,1.28408567199475e-06,5.52795921538026e-07,4.137460383078e-06,1.22763652695123e-06,7.06676204722514e-07,2.32418678129731e-06,1.20917737412825e-06,7.02986017467515e-07,2.41735749707772e-06,2.32787533428464e-06,5.08391941038736e-07,2.47246809813197e-06,1.64039841996824e-06,3.02906478533472e-07,1.92554858971896e-06,1.55617935184308e-06,6.36271990562814e-07,3.03238181523945e-06
Paenibacillus_odorifer,0,0,2.8962222681546e-06,0,4.24005722833508e-07,6.13936130908724e-07,5.03823905886769e-07,1.37785259423633e-06,9.26653707213125e-07,3.82188487718373e-07,0,1.8907108985715e-06,0,0,1.70336990628985e-06,4.99151867572308e-07,6.91599989742189e-07,1.48524823603565e-06
Paenibacillus_borealis,6.11469367616546e-07,0,0,8.29484139831915e-07,0,8.33199034804697e-07,1.00764781177354e-06,0,1.6921502479544e-06,1.63298717479668e-06,0,1.55135253216123e-06,5.66683090534484e-07,0,1.07386363657403e-06,5.28513742135385e-07,0,9.28280147522281e-07
Paenibacillus_glucanolyticus,4.21913863655416e-06,0,0,9.78791285001659e-06,0,0,6.38176947456574e-06,0,0,4.44728422072289e-06,0,0,3.60887652393013e-06,0,0,6.01918428543078e-06,0,7.6118972096827e-06
Paenibacillus_psychroresistens,7.94910177901509e-07,0,0,5.64049215085702e-07,0,9.20904196363086e-07,1.3771186760905e-06,0,1.08781087368497e-06,1.80670921466867e-06,0,1.16351439912093e-06,6.26333942169692e-07,0,7.03565830858849e-07,0,0,0
Paenibacillus_antarcticus,7.94910177901509e-07,0,4.07835380617689e-06,5.64049215085702e-07,0,1.18401968103825e-06,6.04588687064123e-07,0,1.81301812280829e-06,7.99121383411143e-07,0,1.79375136531143e-06,5.96508516352088e-07,0,1.55525078400377e-06,0,0,3.0942671584076e-06
Paenibacillus_larvae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paenibacillus_hunanensis,7.03189772759027e-07,3.86957145076618e-07,5.08316561349583e-06,3.98152387119319e-07,4.52272771022409e-07,9.64756777142281e-07,1.04123607216599e-06,4.7803049187791e-07,8.86364415595163e-07,1.3897763189759e-06,5.08391941038736e-07,6.7871673282054e-07,0,3.30443431127424e-07,1.44416144228922e-06,3.22980620193847e-07,4.42623993435001e-07,6.18853431681521e-07
Paenibacillus_urinalis,0,0,0,7.29946043052085e-07,0,1.44713516571342e-06,1.17558911373579e-06,0,1.61157166471848e-06,1.21605427910391e-06,0,1.74527159868139e-06,1.01406447779855e-06,0,1.77742946743288e-06,0,0,1.91844563821271e-06
Paenibacillus_spongiae,4.28028557331582e-07,0,0,5.64049215085702e-07,0,6.57788711687919e-07,3.69470864316964e-07,0,1.6921502479544e-06,0,0,1.01807509923081e-06,4.47381387264066e-07,0,8.88714733716441e-07,0,0,0
Paenibacillus_lutimineralis,4.89175494093236e-07,0,4.43299326758357e-06,1.09491906457813e-06,0,1.84180839272617e-06,7.05353468241477e-07,0,1.28925733177478e-06,1.11182105518072e-06,0,4.07230039692324e-06,0,0,1.25901253943162e-06,5.87237491261539e-07,0,3.71312059008912e-06
Paenibacillus_durus,1.40637954551805e-06,0,8.86598653516714e-07,2.5548111506823e-06,0,4.8676364664906e-06,3.52676734120738e-06,5.06149932576611e-07,3.50516837076269e-06,3.57867402136295e-06,0,3.44206343073274e-06,1.31231873597459e-06,0,2.25881661486262e-06,1.02766560970769e-06,3.59631994665938e-07,2.78484044256684e-06
Paenibacillus_uliginis,0,9.39753066614645e-07,0,0,2.06349451778974e-06,0,0,4.7521854780804e-06,0,0,3.47401159709803e-06,1.30895369901104e-06,0,1.34931067710365e-06,6.66536050287331e-07,0,1.74283197415032e-06,0
Paenibacillus_lentus,1.0089244565673e-06,0,4.49209984448469e-06,1.82486510763021e-06,0,2.19262903895973e-06,3.05653169571307e-06,0,1.53099308148255e-06,3.50918520541415e-06,0,1.79375136531143e-06,5.96508516352088e-07,0,1.37010188114618e-06,0,0,1.85656029504456e-06
Paenibacillus_algicola,2.41530400208535e-06,0,0,6.3704381939091e-06,8.48011445667016e-07,3.06968065454362e-06,5.00465079847524e-06,0,4.51240066121174e-06,4.09984014097891e-06,4.23659950865614e-07,3.97534086366316e-06,1.81935097487387e-06,0,2.44396551772021e-06,8.51494362329232e-07,0,1.23770686336304e-06
Paenibacillus_bovis,1.49809995066054e-06,0,3.54639461406686e-06,3.45065402170076e-06,0,2.71886000831006e-06,2.72064909178855e-06,0,2.69938253840345e-06,3.64816283731174e-06,0,2.95726576443235e-06,9.84239051980945e-07,0,1.11089341714555e-06,0,0,2.846725785735e-06
Paenibacillus_ihbetae,0,0,0,0,0,5.74468808207449e-06,0,0,5.96281515945837e-06,0,0,3.73294203051297e-06,0,0,3.11050156800754e-06,0,0,4.02254730592988e-06
Paenibacillus_azoreducens,3.66881620569927e-07,0,0,9.62201602205021e-07,0,3.2450909776604e-06,7.05353468241477e-07,3.37433288384407e-07,2.5382253719316e-06,1.32028750302711e-06,0,3.78142179714301e-06,4.17555961446462e-07,6.33349909660896e-07,3.88812696000943e-06,0,0,1.73278960870826e-06
Paenibacillus_crassostreae,1.13121833009061e-06,0,0,1.79168574203694e-06,0,0,1.54505997805276e-06,0,0,1.4245207269503e-06,0,0,0,0,4.07327586286702e-07,0,0,0
Paenibacillus_thiaminolyticus,1.74268769770715e-06,4.97516329384224e-07,0,7.63125408645361e-07,4.52272771022409e-07,2.4557445236349e-06,6.38176947456574e-07,0,3.66632553723454e-06,2.08466447846385e-06,0,3.10270506432247e-06,7.4563564544011e-07,0,2.6291144205778e-06,1.49745560271692e-06,1.02356798481844e-06,2.72295509939869e-06
Paenibacillus_chitinolyticus,0,6.63355105845632e-07,7.8611747278482e-06,9.29022236611744e-07,9.89346686611519e-07,2.76271258908926e-06,5.71000426671672e-07,8.15463780262318e-07,2.05475387251606e-06,1.21605427910391e-06,8.19075905006853e-07,2.90878599780232e-06,5.36857664716879e-07,6.60886862254848e-07,1.22198275886011e-06,3.52342494756923e-07,7.46927988921564e-07,3.89877661959358e-06
Paenibacillus_xylanilyticus,2.17071625503874e-06,0,0,8.82571124781157e-06,0,1.50414352072637e-05,1.02108311593052e-05,0,1.24896804015682e-05,7.43530330652107e-06,0,1.42045716226013e-05,1.28249331015699e-06,0,7.55407523658975e-06,2.26086434135693e-06,0,1.38004315264979e-05
Paenibacillus_baekrokdamisoli,7.33763241139855e-07,0,0,7.96304774238638e-07,0,1.578692908051e-06,1.91453084236972e-06,0,1.1683894569209e-06,1.4592651349247e-06,0,1.59983229879127e-06,0,0,7.40595611430368e-07,0,0,0
Paenibacillus_lycopersici,1.28408567199475e-06,0,0,9.62201602205021e-07,0,5.7008355012953e-07,1.20917737412825e-06,0,1.1683894569209e-06,2.25838651833584e-06,0,6.30236966190502e-07,9.24588200345736e-07,0,1.07386363657403e-06,9.39579986018463e-07,0,1.4233628928675e-06
Paenibacillus_sophorae,1.58982035580302e-06,3.86957145076618e-07,0,1.06173969898485e-06,0,1.05246193870067e-06,1.3771186760905e-06,7.59224898864917e-07,1.89359670604421e-06,1.4592651349247e-06,4.51903947589988e-07,1.59983229879127e-06,1.07371532943376e-06,6.60886862254848e-07,8.51684953144923e-07,2.52512121242462e-06,7.19263989331876e-07,2.72295509939869e-06
Paenibacillus_typhae,2.07899584989625e-06,0,3.48728803716574e-06,2.58799051627557e-06,0,2.71886000831006e-06,3.05653169571307e-06,7.59224898864917e-07,3.74690412047046e-06,3.43969638946536e-06,0,3.49054319736278e-06,1.84917640069147e-06,0,2.29584639543414e-06,1.29192248077539e-06,0,3.03238181523945e-06
Paenibacillus_konkukensis,5.80895899235718e-07,0,2.65979596055014e-06,2.52163178508902e-06,7.06676204722514e-07,2.4557445236349e-06,2.5527077898263e-06,1.12477762794802e-06,1.93388599766217e-06,3.92611810110692e-06,7.06099918109356e-07,1.8907108985715e-06,4.7720681308167e-07,4.95665146691136e-07,2.18475705371958e-06,0,0,1.36147754969935e-06
Paenibacillus_physcomitrellae,1.31465914037557e-06,0,0,8.62663505425191e-07,0,0,9.06883030596185e-07,0,0,1.98043125454066e-06,0,0,1.64039841996824e-06,4.68128194097184e-07,0,1.02766560970769e-06,1.38319997948438e-06,0
Paenibacillus_jilunlii,1.03949792494813e-06,1.63074796853718e-06,0,1.9907619355966e-06,0,1.44713516571342e-06,1.20917737412825e-06,0,3.26343262105492e-06,3.50918520541415e-06,0,2.23006926498178e-06,1.07371532943376e-06,0,2.29584639543414e-06,1.55617935184308e-06,8.57583987280314e-07,1.85656029504456e-06
Paenibacillus_agaridevorans,6.42042835997373e-07,0,0,0,0,0,0,0,1.57128237310052e-06,0,0,0,1.01406447779855e-06,0,0,0,0,0
Brevibacillus_brevis,7.03189772759027e-07,0,2.4824762298468e-06,1.69214764525711e-06,6.78409156533613e-07,3.63976420467315e-06,2.14964866511688e-06,0,3.98863987017823e-06,3.12699671769578e-06,0,3.34510389747266e-06,6.85984793804901e-07,0,4.4435736685822e-06,9.39579986018463e-07,0,2.53729906989423e-06
Brevibacillus_sp_WF146,7.33763241139855e-07,0,4.49209984448469e-06,8.62663505425191e-07,0,8.81436873661811e-06,2.38476648786404e-06,0,5.76136870136856e-06,1.91094243859186e-06,0,7.75676266080617e-06,1.22284245852178e-06,0,3.40673981257969e-06,1.23319873164923e-06,0,4.14631799226619e-06
Brevibacillus_sp_NSP2_1,0,0,0,0,0,3.2450909776604e-06,1.74658954040747e-06,0,2.77996112163937e-06,3.37020757351656e-06,0,0,0,0,0,0,0,2.53729906989423e-06
Brevibacillus_ruminantium,1.80383463446881e-06,1.38198980384507e-06,1.47766442252786e-06,5.97228580678979e-07,1.35681831306723e-06,2.67500742753087e-06,6.38176947456574e-07,6.74866576768815e-07,3.10227545458307e-06,1.3550319110015e-06,9.60295888628724e-07,2.61790739802208e-06,1.46144586506262e-06,6.88423814848801e-07,1.66634012571833e-06,1.08638935883385e-06,1.90881597168844e-06,3.71312059008912e-06
Brevibacillus_laterosporus,2.41530400208535e-06,0,5.02405903659471e-06,2.91978417220834e-06,1.18721602393382e-06,3.99058485090671e-06,3.66112038277719e-06,1.43409147563373e-06,2.8605397048753e-06,7.92172501816264e-06,9.3205189190435e-07,4.55709806322363e-06,2.0579543814147e-06,1.10147810375808e-06,2.70317398172084e-06,9.10218111455386e-07,0,6.37419034631966e-06
Brevibacillus_parabrevis,0,0,0,0,0,0,0,0,0,0,0,2.27854903161181e-06,0,0,1.48119122286074e-06,0,0,0
Brevibacillus_humidisoli,2.32358359694287e-06,0,0,2.88660480661506e-06,0,9.64756777142281e-07,2.28400170668669e-06,0,2.29648962222383e-06,2.60583059807982e-06,0,1.30895369901104e-06,1.49127129088022e-06,0,1.44416144228922e-06,5.28513742135385e-07,3.04303995486563e-07,1.17582152019489e-06
Brevibacillus_choshinensis,0,0,1.06391838422006e-06,0,0,0,0,0,4.83471499415543e-07,8.33865791385541e-07,0,0,0,0,1.59228056457529e-06,0,0,0
Brevibacillus_borstelensis,0,0,6.02887084391366e-06,6.30407946272255e-07,0,5.26230969350335e-07,7.38941728633928e-07,0,6.44628665887391e-07,1.4245207269503e-06,0,0,3.87730535628857e-07,0,9.62774294859478e-07,4.99151867572308e-07,0,0
Brevibacillus_composti,5.80895899235718e-07,0,0,9.95380967798298e-07,0,1.27172484259664e-06,1.04123607216599e-06,0,1.32954662339274e-06,1.4245207269503e-06,0,1.59983229879127e-06,5.36857664716879e-07,0,4.4435736685822e-07,3.8170436932e-07,0,7.42624118017825e-07
Aneurinibacillus_sp_B1,1.49809995066054e-06,0,0,7.96304774238638e-07,0,2.23648161973892e-06,1.00764781177354e-06,0,8.46075123977201e-07,1.49400954289909e-06,0,1.40591323227112e-06,6.85984793804901e-07,0,1.70336990628985e-06,0,0,1.60901892237195e-06
Aneurinibacillus_sp_Ricciae_BoGa-3,6.11469367616546e-07,0,0,4.97690483899149e-07,0,9.20904196363086e-07,4.03059124709415e-07,3.93672169781809e-07,4.43182207797581e-07,7.29632567462348e-07,0,1.01807509923081e-06,0,4.68128194097184e-07,4.4435736685822e-07,0,0,1.11393617702674e-06
Aneurinibacillus_soli,0,0,0,0,6.21875060155812e-07,6.13936130908724e-07,6.38176947456574e-07,6.74866576768815e-07,7.65496540741277e-07,0,0,0,0,0,0,0,4.97951992614376e-07,0
Cohnella_sp_LGH,7.33763241139855e-07,1.16087143522986e-06,0,1.1280984301714e-06,1.18721602393382e-06,1.578692908051e-06,7.72529989026379e-07,3.57116896873498e-06,1.24896804015682e-06,2.91853026984939e-06,1.32746784604559e-06,0,0,2.72615830680125e-06,1.4071316617177e-06,4.69789993009231e-07,1.65983997538125e-06,0
Cohnella_herbarum,7.64336709520682e-07,0,6.67904318982591e-06,1.26081589254451e-06,4.52272771022409e-07,1.84180839272617e-06,1.20917737412825e-06,1.01229986515322e-06,1.36983591501071e-06,1.84145362264307e-06,0,1.21199416575096e-06,8.64937348710528e-07,0,2.40693573714869e-06,1.52681747728e-06,0,3.21803784474391e-06
Cohnella_candidum,4.89175494093236e-07,4.1459694115352e-07,0,0,0,4.8237838857114e-07,4.36647385101867e-07,8.9982210235842e-07,1.12810016530293e-06,6.60143751513553e-07,4.23659950865614e-07,7.27196499450579e-07,0,0,6.29506269715812e-07,0,5.25615992204064e-07,0
Saccharibacillus_brassicae,1.22293873523309e-06,1.54782858030647e-06,0,1.19445716135796e-06,1.58295469857843e-06,1.578692908051e-06,1.61223649883766e-06,1.09665818724932e-06,3.22314332943696e-06,2.46685296618223e-06,1.46868782966746e-06,1.84223113194147e-06,1.64039841996824e-06,7.43497720036705e-07,2.44396551772021e-06,1.17447498252308e-06,2.87705595732751e-06,1.60901892237195e-06
Thermobacillus_composti,1.98727544475377e-06,1.18851123130676e-06,5.67423138250697e-06,1.72532701085038e-06,2.37443204786765e-06,5.30616227428254e-06,1.07482433255844e-06,4.4991105117921e-07,3.22314332943696e-06,2.91853026984939e-06,5.36635937763111e-07,5.81757199560463e-06,1.70004927160345e-06,1.45945848747946e-06,1.99960815086199e-06,1.55617935184308e-06,1.24487998153594e-06,6.86927309166488e-06
Staphylococcus_pseudintermedius,7.79623443711096e-06,9.39753066614645e-07,3.07354199885794e-06,6.90130804340153e-06,1.69602289133403e-06,4.42911065869865e-06,7.55735858830154e-06,2.10895805240255e-06,5.96281515945837e-06,6.35822665931475e-06,1.94883577398182e-06,4.99341596289397e-06,5.66683090534484e-06,6.05812957066944e-07,9.77586207088085e-06,4.81534742834462e-06,9.40575986049377e-07,5.56968088513369e-06
Staphylococcus_debuckii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Staphylococcus_hyicus,0,3.59317348999717e-07,2.60068938364903e-06,2.6875286130554e-06,1.49815355401173e-06,7.45493873246308e-07,1.17558911373579e-06,1.34973315353763e-06,6.84917957505353e-07,1.94568684656626e-06,1.8641037838087e-06,6.7871673282054e-07,0,4.40591241503232e-07,0,0,3.31967995076251e-07,0
Staphylococcus_aureus,1.15873445163335e-05,7.46274494076336e-06,3.33952159491296e-05,2.5548111506823e-05,1.65927572868846e-05,2.99513126721899e-05,2.53927248566932e-05,3.15500124639421e-05,3.12644902955385e-05,3.53698073179367e-05,1.89234778053307e-05,3.2626882942016e-05,1.14529635139601e-05,1.8367147380166e-05,3.3289772733795e-05,1.47396610306646e-05,1.54641757706353e-05,5.60062355671776e-05
Staphylococcus_sp_17KM0847,0,0,0,1.09491906457813e-06,0,9.20904196363086e-07,9.06883030596185e-07,0,1.28925733177478e-06,2.15415329441265e-06,0,1.59983229879127e-06,0,0,0,0,0,0
