name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Evtepia gabavorous	3450	S	1953	671	2624	0.00006
Evtepia sp900546255	5346	S	20	2	22	0.00000
Evtepia sp004556345	1889	S	4	0	4	0.00000
Evtepia sp900758955	1902	S	4	0	4	0.00000
MGYG000000739	1333	S	2	0	2	0.00000
CAG-83 sp000435555	3759	S	1710	774	2484	0.00006
CAG-83 sp900549395	3762	S	144	67	211	0.00000
CAG-83 sp003487665	3834	S	40	5	45	0.00000
CAG-83 sp900545585	3078	S	18	4	22	0.00000
CAG-83 sp900545495	1494	S	9	1	10	0.00000
CAG-83 sp900556015	5678	S	8	0	8	0.00000
CAG-83 sp900756715	5266	S	6	0	6	0.00000
CAG-83 sp900551995	3079	S	6	0	6	0.00000
CAG-83 sp001916855	5384	S	5	1	6	0.00000
CAG-83 sp900552725	1278	S	4	1	5	0.00000
CAG-83 sp900547745	5691	S	4	0	4	0.00000
CAG-83 sp900552475	5237	S	3	1	4	0.00000
CAG-83 sp900550615	2602	S	3	0	3	0.00000
CAG-83 sp902388735	3615	S	1	0	1	0.00000
Dysosmobacter sp900770295	4704	S	1106	127	1233	0.00003
MGYG000002680	3709	S	66	23	89	0.00000
MGYG000003910	5064	S	59	5	64	0.00000
Dysosmobacter sp900546705	1539	S	41	1	42	0.00000
Dysosmobacter sp900556925	1425	S	38	12	50	0.00000
MGYG000002229	3176	S	30	3	33	0.00000
Dysosmobacter sp900544615	1455	S	14	4	18	0.00000
MGYG000002704	3740	S	14	5	19	0.00000
Dysosmobacter sp900548505	3711	S	12	4	16	0.00000
Dysosmobacter sp900551885	2861	S	7	0	7	0.00000
Dysosmobacter sp001916835	2986	S	6	3	9	0.00000
Dysosmobacter sp900550685	6001	S	5	1	6	0.00000
Dysosmobacter sp004553545	5894	S	5	1	6	0.00000
Dysosmobacter sp900763685	3047	S	1	0	1	0.00000
Pseudoflavonifractor capillosus	231	S	1318	776	2094	0.00005
Oscillibacter ruminantium	4021	S	696	2	698	0.00002
MGYG000002727	3767	S	569	116	685	0.00002
CAG-103 sp900317855	1500	S	295	155	450	0.00001
CAG-103 sp000432375	5730	S	110	70	180	0.00000
MGYG000002753	3791	S	22	8	30	0.00000
CAG-103 sp900543625	1791	S	12	2	14	0.00000
CAG-103 sp004556965	1687	S	9	1	10	0.00000
UBA9475 sp900549885	3701	S	185	41	226	0.00001
UBA9475 sp900554075	5937	S	10	1	11	0.00000
UBA1777 sp900549545	2859	S	34	9	43	0.00000
MGYG000004062	5227	S	25	2	27	0.00000
MGYG000000746	1342	S	12	2	14	0.00000
UBA1777 sp900547315	5311	S	9	12	21	0.00000
MGYG000003938	5092	S	9	5	14	0.00000
UBA1777 sp900754515	1907	S	8	2	10	0.00000
MGYG000004139	5321	S	3	1	4	0.00000
UBA1777 sp900549865	1850	S	3	0	3	0.00000
UBA1777 sp900549645	4981	S	3	4	7	0.00000
MGYG000001028	1665	S	1	0	1	0.00000
MGYG000004068	5234	S	101	10	111	0.00000
MGYG000002828	3872	S	2	0	2	0.00000
MGYG000004327	5522	S	56	13	69	0.00000
F23-B02 sp000431075	5388	S	4	0	4	0.00000
F23-B02 sp900760205	2500	S	2	0	2	0.00000
F23-B02 sp002472405	2824	S	2	2	4	0.00000
F23-B02 sp900772725	3681	S	2	1	3	0.00000
F23-B02 sp900556535	3752	S	1	0	1	0.00000
F23-B02 sp004558025	5883	S	1	0	1	0.00000
CAG-170 sp900751035	4790	S	33	6	39	0.00000
MGYG000004702	5913	S	21	4	25	0.00000
CAG-170 sp000432135	4049	S	12	4	16	0.00000
CAG-170 sp900555665	1498	S	1	0	1	0.00000
MGYG000004686	5897	S	38	18	56	0.00000
MGYG000002067	2996	S	25	8	33	0.00000
MGYG000002071	2999	S	3	1	4	0.00000
MGYG000004206	5394	S	27	3	30	0.00000
ER4 sp900763705	3049	S	18	8	26	0.00000
ER4 sp900317525	3751	S	2	1	3	0.00000
ER4 sp900768135	1353	S	1	0	1	0.00000
ER4 sp900546295	5685	S	1	0	1	0.00000
UMGS1872 sp900555795	4975	S	17	0	17	0.00000
MGYG000002213	3155	S	6	2	8	0.00000
UMGS1872 sp902373635	1973	S	2	0	2	0.00000
MGYG000002068	2997	S	15	0	15	0.00000
MGYG000000377	749	S	8	0	8	0.00000
UBA738 sp004557735	1807	S	5	0	5	0.00000
UBA738 sp003522945	5319	S	4	0	4	0.00000
UBA738 sp900763675	2962	S	3	0	3	0.00000
MGYG000000735	1328	S	2	0	2	0.00000
NK3B98 sp900545815	5446	S	7	1	8	0.00000
NK3B98 sp900758315	1867	S	4	2	6	0.00000
MGYG000002696	3731	S	13	1	14	0.00000
MGYG000004811	6030	S	12	3	15	0.00000
MGYG000003869	5026	S	8	0	8	0.00000
UBA5446 sp900752445	6051	S	3	0	3	0.00000
UBA5446 sp900544765	3885	S	2	0	2	0.00000
UBA5446 sp900545405	5766	S	2	0	2	0.00000
HGM12998 sp900756495	5242	S	7	0	7	0.00000
Marseille-P3106 sp900169975	5323	S	5	0	5	0.00000
MGYG000003297	4374	S	3	0	3	0.00000
MGYG000003289	4364	S	1	0	1	0.00000
Agathobaculum butyriciproducens	432	S	7854	7711	15565	0.00036
Agathobaculum sp900555465	3074	S	45	28	73	0.00000
Agathobaculum sp900557315	1452	S	31	10	41	0.00000
Agathobaculum sp900544475	1768	S	12	1	13	0.00000
MGYG000002627	3644	S	182	6	188	0.00000
MGYG000002604	3623	S	4	0	4	0.00000
MGYG000004122	5302	S	2	0	2	0.00000
MGYG000003305	4383	S	70	1	71	0.00000
MGYG000004857	6076	S	51	1	52	0.00000
Butyricicoccus_A sp002395695	1774	S	47	12	59	0.00000
MGYG000003907	5061	S	41	2	43	0.00000
MGYG000001891	2787	S	17	0	17	0.00000
HGM12669 sp900761935	5440	S	3709	1508	5217	0.00012
MGYG000001133	1788	S	27	11	38	0.00000
UMGS911 sp003343545	3700	S	1204	164	1368	0.00003
MGYG000000386	766	S	19	4	23	0.00000
UMGS911 sp900545935	3761	S	8	1	9	0.00000
Firm-07 sp900770145	4697	S	476	200	676	0.00002
MGYG000004035	5200	S	212	113	325	0.00001
UMGS1815 sp900555345	6028	S	2	0	2	0.00000
MGYG000000719	1303	S	167	9	176	0.00000
MGYG000001879	2771	S	5	1	6	0.00000
UMGS1312 sp900550625	5134	S	85	101	186	0.00000
CAG-724 sp900551005	4131	S	58	49	107	0.00000
MGYG000000750	1348	S	10	9	19	0.00000
QALR01 sp900552255	3705	S	26	7	33	0.00000
QALR01 sp900542425	4120	S	26	1	27	0.00000
QALR01 sp900553085	5675	S	1	0	1	0.00000
UMGS1696 sp900763885	3055	S	54	3	57	0.00000
UMGS1696 sp900554225	919	S	2	0	2	0.00000
MGYG000004722	5934	S	36	7	43	0.00000
MGYG000000352	691	S	5	0	5	0.00000
UMGS1865 sp900547725	4551	S	23	12	35	0.00000
UMGS1865 sp900555785	822	S	9	3	12	0.00000
MGYG000000350	687	S	24	5	29	0.00000
UMGS902 sp003343845	2977	S	9	2	11	0.00000
UMGS902 sp900546635	1514	S	6	2	8	0.00000
UMGS902 sp900761025	5402	S	3	0	3	0.00000
MGYG000003839	4997	S	1	0	1	0.00000
MGYG000004098	5273	S	1	0	1	0.00000
CAG-841 sp002479075	3219	S	6	1	7	0.00000
CAG-841 sp000437375	908	S	2	2	4	0.00000
UBA11512 sp003522145	5125	S	5	2	7	0.00000
CAG-390 sp900753295	1202	S	1	0	1	0.00000
MGYG000004624	5834	S	1	1	2	0.00000
CAG-272 sp000433515	5293	S	2	0	2	0.00000
UMGS874 sp900546315	3913	S	2	0	2	0.00000
HGM12657 sp900760575	4284	S	1	0	1	0.00000
UBA644 sp002299265	1950	S	4849	886	5735	0.00013
HGM12619 sp900753195	2759	S	30	3	33	0.00000
MGYG000004033	5198	S	16	1	17	0.00000
UMGS882 sp900546385	937	S	589	29	618	0.00001
MGYG000004231	5423	S	4	0	4	0.00000
UMGS882 sp900757905	721	S	2	0	2	0.00000
UMGS1052 sp900548115	3963	S	53	12	65	0.00000
MGYG000004125	5305	S	3	2	5	0.00000
QAMX01 sp004555605	2992	S	225	14	239	0.00001
QAMX01 sp003149835	5920	S	185	2	187	0.00000
MGYG000004100	5275	S	9	1	10	0.00000
MGYG000002005	2923	S	6	0	6	0.00000
MGYG000004760	5978	S	8	1	9	0.00000
QAKW01 sp003343605	2812	S	7	0	7	0.00000
Peptostreptococcus russellii_A	2445	S	18448	3662	22110	0.00052
Peptostreptococcus anaerobius	594	S	32	18	50	0.00000
Peptostreptococcus sp900759325	1899	S	2	0	2	0.00000
Terrisporobacter sp902363255	297	S	736	1402	2138	0.00005
Terrisporobacter glycolicus_A	81	S	104	99	203	0.00000
Clostridioides difficile	3350	S	75	1080	1155	0.00003
Clostridioides difficile_A	3351	S	5	54	59	0.00000
Intestinibacter bartlettii	215	S	635	79	714	0.00002
Paraclostridium sordellii	392	S	36	290	326	0.00001
Paraclostridium bifermentans	137	S	14	100	114	0.00000
Peptacetobacter hiranonis	2024	S	171	23	194	0.00000
Peptacetobacter sp900539645	3897	S	45	4	49	0.00000
Peptacetobacter sp900550335	1897	S	1	0	1	0.00000
GCA-900066495 sp902362365	65	S	86	106	192	0.00000
GCA-900066495 sp900066495	194	S	13	8	21	0.00000
Romboutsia timonensis	3584	S	8	7	15	0.00000
BX12 sp902363595	345	S	3508	929	4437	0.00010
BX12 sp014333425	4267	S	40	3	43	0.00000
UBA1191 sp900066305	176	S	589	833	1422	0.00003
UBA1191 sp900543485	4009	S	357	352	709	0.00002
MGYG000004481	5684	S	106	18	124	0.00000
UBA1191 sp900549125	5178	S	12	1	13	0.00000
MGYG000003623	4744	S	5	0	5	0.00000
MGYG000003324	4405	S	1041	649	1690	0.00004
VUNA01 sp002299625	5132	S	572	54	626	0.00001
Bacilliculturomica massiliensis	299	S	1059	25	1084	0.00003
Emergencia timonensis	2383	S	523	331	854	0.00002
Emergencia sp900551775	3135	S	34	3	37	0.00000
MGYG000004123	5303	S	121	31	152	0.00000
CAG-145 sp900542565	2789	S	55	12	67	0.00000
MGYG000004863	6082	S	11	0	11	0.00000
CAG-145 sp900754795	5359	S	3	0	3	0.00000
CAG-238 sp900551415	1229	S	70	5	75	0.00000
S5-A14a sp900553025	4855	S	69	24	93	0.00000
Eubacterium_T sp900766045	3619	S	17	0	17	0.00000
MGYG000001953	2867	S	15	2	17	0.00000
Mobilibacterium timonense	1143	S	13	1	14	0.00000
UMGS973 sp900547295	1849	S	9	0	9	0.00000
Alterileibacterium massiliense	4895	S	1	0	1	0.00000
MGYG000003743	4889	S	5	0	5	0.00000
Criibacterium bergeronii	4902	S	1	0	1	0.00000
CAG-245 sp900761475	5545	S	13082	2877	15959	0.00037
MGYG000000732	1325	S	277	249	526	0.00001
MGYG000004449	5649	S	50	16	66	0.00000
CAG-245 sp900758165	5896	S	6	1	7	0.00000
CAG-492 sp000434335	5430	S	3169	681	3850	0.00009
MGYG000004904	6125	S	100	73	173	0.00000
CAG-492 sp900557195	1605	S	66	50	116	0.00000
CAG-269 sp900754285	2908	S	620	144	764	0.00002
MGYG000004458	5658	S	553	133	686	0.00002
CAG-269 sp003525075	4578	S	378	195	573	0.00001
CAG-269 sp900551615	1404	S	317	170	487	0.00001
CAG-269 sp900555615	4359	S	182	103	285	0.00001
CAG-269 sp000431335	1764	S	158	76	234	0.00001
MGYG000000738	1331	S	124	30	154	0.00000
MGYG000004800	6018	S	109	31	140	0.00000
MGYG000004411	5605	S	101	18	119	0.00000
CAG-269 sp900753165	2854	S	27	23	50	0.00000
CAG-269 sp900554365	4132	S	27	2	29	0.00000
MGYG000000656	1210	S	12	4	16	0.00000
CAG-269 sp900552555	1468	S	11	6	17	0.00000
MGYG000004103	5278	S	10	2	12	0.00000
MGYG000001739	2607	S	5	0	5	0.00000
MGYG000000432	853	S	5	2	7	0.00000
CAG-269 sp000435535	1838	S	4	2	6	0.00000
CAG-269 sp001916065	3601	S	4	2	6	0.00000
CAG-269 sp900554565	1841	S	3	0	3	0.00000
CAG-269 sp900762425	4356	S	2	0	2	0.00000
CAG-354 sp900555085	3592	S	414	75	489	0.00001
CAG-354 sp900759015	1878	S	62	11	73	0.00000
MGYG000000384	762	S	3	0	3	0.00000
MGYG000004119	5299	S	2	0	2	0.00000
CAG-354 sp900754085	5551	S	1	0	1	0.00000
MGYG000001861	2749	S	201	111	312	0.00001
HGM13634 sp900770385	952	S	1	0	1	0.00000
MGYG000002201	3143	S	170	19	189	0.00000
UMGS1781 sp900553695	2496	S	6	58	64	0.00000
UMGS1781 sp900553365	5366	S	5	50	55	0.00000
UMGS1781 sp900555075	2776	S	4	42	46	0.00000
UMGS1663 sp900553405	3838	S	98	25	123	0.00000
UMGS1663 sp900553865	2494	S	1	0	1	0.00000
MGYG000004594	5803	S	1	0	1	0.00000
UMGS1933 sp900772235	4796	S	93	128	221	0.00001
MGYG000002797	3837	S	86	15	101	0.00000
CAG-273 sp003507395	732	S	30	2	32	0.00000
MGYG000004539	5744	S	21	1	22	0.00000
CAG-273 sp000438355	5513	S	7	0	7	0.00000
MGYG000004477	5680	S	2	0	2	0.00000
MGYG000004078	5247	S	1	0	1	0.00000
MGYG000000423	835	S	25	6	31	0.00000
UBA7001 sp900768805	4601	S	10	0	10	0.00000
MGYG000004073	5240	S	2	0	2	0.00000
UMGS1994 sp900556975	3851	S	27	2	29	0.00000
MGYG000003781	4934	S	19	1	20	0.00000
CAG-452 sp000434035	2535	S	9	4	13	0.00000
CAG-452 sp900770415	5135	S	1	0	1	0.00000
UMGS1901 sp900553755	3113	S	10	3	13	0.00000
CAG-793 sp900557475	5380	S	2	0	2	0.00000
UMGS1864 sp900555835	3226	S	2	0	2	0.00000
UMGS1754 sp900759475	1830	S	2	0	2	0.00000
CAG-465 sp900554875	5089	S	6	0	6	0.00000
MGYG000004306	5501	S	4	1	5	0.00000
MGYG000004427	5623	S	3	0	3	0.00000
CAG-465 sp000433135	2829	S	1	0	1	0.00000
Anaerococcus rubeinfantis	2359	S	2929	1942	4871	0.00011
Anaerococcus senegalensis	2185	S	743	1055	1798	0.00004
Anaerococcus nagyae	3229	S	368	268	636	0.00001
Anaerococcus jeddahensis	2301	S	185	276	461	0.00001
MGYG000003782	4935	S	137	104	241	0.00001
Anaerococcus vaginalis_B	3282	S	94	133	227	0.00001
Anaerococcus sp900541365	4249	S	17	7	24	0.00000
Anaerococcus lactolyticus	4933	S	6	0	6	0.00000
Anaerococcus prevotii	3934	S	6	4	10	0.00000
MGYG000003789	4942	S	3	0	3	0.00000
Anaerococcus octavius	4172	S	1	0	1	0.00000
Peptoniphilus_C sp902363535	352	S	2118	2582	4700	0.00011
Peptoniphilus_C urinimassiliensis	4859	S	1	0	1	0.00000
Lagierella massiliensis	2338	S	1710	146	1856	0.00004
Peptoniphilus_A raoultii	4899	S	729	439	1168	0.00003
Peptoniphilus_A harei_A	334	S	82	264	346	0.00001
Peptoniphilus_A sp900538655	4199	S	75	96	171	0.00000
Peptoniphilus_A harei	1362	S	1	1	2	0.00000
Finegoldia magna	5890	S	1081	1419	2500	0.00006
Finegoldia magna_F	3862	S	2	1	3	0.00000
MGYG000002896	3940	S	1	0	1	0.00000
Neofamilia massiliensis	2320	S	665	403	1068	0.00003
Murdochiella vaginalis	2403	S	235	385	620	0.00001
Murdochiella massiliensis	2375	S	16	23	39	0.00000
Kallipyga massiliensis	3285	S	556	268	824	0.00002
Peptoniphilus_B duerdenii	4906	S	133	119	252	0.00001
MGYG000003778	4931	S	36	29	65	0.00000
Ezakiella coagulans	4883	S	8	0	8	0.00000
Fenollaria massiliensis	4881	S	14	4	18	0.00000
Sporanaerobacter acetigenes	2455	S	757	614	1371	0.00003
CABMKH01 sp902386935	3420	S	478	242	720	0.00002
Tissierella sp002266425	3859	S	15	0	15	0.00000
Sedimentibacter sp003457065	4844	S	5	0	5	0.00000
Clostridium beijerinckii	5878	S	5669	182	5851	0.00014
Clostridium celatum	2184	S	1144	204	1348	0.00003
Clostridium paraputrificum	383	S	663	94	757	0.00002
Clostridium disporicum_A	191	S	567	111	678	0.00002
Clostridium sp900547475	4155	S	103	53	156	0.00000
Clostridium tertium	2033	S	51	4	55	0.00000
Clostridium saudiense	381	S	19	9	28	0.00000
Clostridium sp900769625	4657	S	14	0	14	0.00000
Clostridium sp900539375	1606	S	10	0	10	0.00000
Clostridium sp900540255	1453	S	7	3	10	0.00000
MGYG000004852	6070	S	3	2	5	0.00000
Clostridium_H massiliodielmoense	3393	S	1378	75	1453	0.00003
Clostridium_J senegalense	2155	S	92	237	329	0.00001
Clostridium_J ihumii	2566	S	41	93	134	0.00000
Clostridium_J sp000821305	2265	S	35	166	201	0.00000
Clostridium_J sp902363375	321	S	25	83	108	0.00000
Clostridium_J sp900548455	4191	S	16	11	27	0.00000
Clostridium_P massiliamazoniense	2335	S	660	281	941	0.00002
Clostridium_F niameyense	2303	S	282	33	315	0.00001
Clostridium_F tepidum	4158	S	138	35	173	0.00000
Clostridium_F botulinum	3330	S	6	0	6	0.00000
Clostridium_AA polynesiense	2273	S	160	8	168	0.00000
Clostridium_B sp902809985	3989	S	8	0	8	0.00000
MGYG000003416	4503	S	7	0	7	0.00000
Clostridium_G cochlearium	4188	S	6	0	6	0.00000
Monoglobus pectinilyticus	3424	S	2407	621	3028	0.00007
Monoglobus sp900554105	5918	S	477	238	715	0.00002
Monoglobus sp900542675	3066	S	38	0	38	0.00000
UMGS1326 sp900550775	1887	S	311	4	315	0.00001
UMGS1820 sp900545865	5201	S	13	0	13	0.00000
UMGS1820 sp900769795	4669	S	6	0	6	0.00000
UMGS1820 sp900555375	1885	S	2	1	3	0.00000
UMGS1494 sp900552305	5348	S	8	1	9	0.00000
UMGS1388 sp900551345	4118	S	214	11	225	0.00001
Eubacterium callanderi	338	S	1357	359	1716	0.00004
Anaerofustis sp900549875	1424	S	32	0	32	0.00000
Garciella sp900555725	4838	S	10	0	10	0.00000
MGYG000004193	5381	S	482	26	508	0.00001
MGYG000000674	1239	S	7	0	7	0.00000
MGYG000004439	5639	S	2	0	2	0.00000
MGYG000002685	3718	S	262	22	284	0.00001
UBA9506 sp003506415	1439	S	72	1	73	0.00000
UMGS755 sp900545185	5230	S	57	0	57	0.00000
MGYG000004845	6062	S	23	1	24	0.00000
MGYG000002713	3749	S	17	1	18	0.00000
UMGS1883 sp900763305	5414	S	305	4	309	0.00001
UMGS1851 sp900555605	2656	S	93	0	93	0.00000
UMGS1537 sp900552695	2530	S	14	4	18	0.00000
MGYG000000455	892	S	7	0	7	0.00000
MGYG000000728	1319	S	52	2	54	0.00000
HGM11507 sp900761005	2528	S	105	51	156	0.00000
UMGS1840 sp900555525	2793	S	10	0	10	0.00000
MGYG000002719	3758	S	59	10	69	0.00000
MGYG000004133	5315	S	29	1	30	0.00000
KA00274 sp902373515	1965	S	9	0	9	0.00000
UMGS687 sp900545735	2853	S	6626	2628	9254	0.00022
UMGS687 sp900544595	2857	S	32	4	36	0.00000
MGYG000000459	900	S	380	60	440	0.00001
MGYG000004882	6103	S	182	31	213	0.00000
UBA11517 sp900555365	1586	S	126	13	139	0.00000
MGYG000001853	2741	S	15	0	15	0.00000
UBA11517 sp003522085	1482	S	14	1	15	0.00000
MGYG000004512	5716	S	195	16	211	0.00000
MGYG000000751	1350	S	154	50	204	0.00000
UMGS1470 sp900766395	1247	S	14	1	15	0.00000
UMGS2069 sp900557585	3105	S	10	1	11	0.00000
HGM11367 sp900767835	4556	S	7	4	11	0.00000
SFDB01 sp004558825	1301	S	2339	673	3012	0.00007
UMGS693 sp900544555	5003	S	734	41	775	0.00002
UMGS1241 sp900540495	1561	S	526	159	685	0.00002
UMGS1241 sp900549955	1513	S	3	0	3	0.00000
UMGS1241 sp900550525	5367	S	2	0	2	0.00000
UMGS946 sp900547135	4144	S	75	37	112	0.00000
UMGS946 sp900544965	5236	S	25	13	38	0.00000
CAG-1024 sp000432015	1492	S	14	3	17	0.00000
UBA1685 sp002320595	1786	S	4	0	4	0.00000
MGYG000003526	4632	S	3	0	3	0.00000
SFEL01 sp004557245	5439	S	6	4	10	0.00000
MGYG000002204	3147	S	2	0	2	0.00000
UBA7597 sp900542935	847	S	654	878	1532	0.00004
UBA1259 sp900769565	4656	S	384	10	394	0.00001
UBA1259 sp900770685	4727	S	134	4	138	0.00000
UBA1259 sp900771345	4769	S	14	1	15	0.00000
MGYG000001863	2751	S	2	0	2	0.00000
MGYG000003953	5110	S	154	83	237	0.00001
MGYG000000676	1241	S	117	13	130	0.00000
Borkfalkia sp900557285	3721	S	7	2	9	0.00000
UBA10281 sp000437515	1450	S	246	156	402	0.00001
UBA10281 sp900767885	5557	S	29	17	46	0.00000
MGYG000002654	3678	S	2	0	2	0.00000
UBA10281 sp900556195	1216	S	1	1	2	0.00000
UBA10281 sp900548285	1327	S	1	0	1	0.00000
MGYG000001854	2742	S	249	42	291	0.00001
MGYG000001852	2740	S	1	0	1	0.00000
MGYG000003737	4880	S	143	15	158	0.00000
MGYG000002790	3830	S	1	0	1	0.00000
HGM11416 sp900768525	980	S	51	37	88	0.00000
HGM11416 sp900766495	954	S	4	0	4	0.00000
MGYG000001864	2753	S	33	18	51	0.00000
MGYG000001914	2819	S	12	2	14	0.00000
QALS01 sp003150575	809	S	3	2	5	0.00000
QALS01 sp900555925	668	S	2	2	4	0.00000
HGM11377 sp900755035	2952	S	1326	132	1458	0.00003
CAG-475 sp900548005	2837	S	467	779	1246	0.00003
CAG-475 sp900547975	5007	S	40	82	122	0.00000
CAG-475 sp000434435	1281	S	2	0	2	0.00000
UMGS1688 sp900544575	4219	S	41	3	44	0.00000
UMGS1688 sp900554085	3122	S	12	22	34	0.00000
MGYG000004615	5825	S	1	0	1	0.00000
MGYG000000749	1347	S	27	5	32	0.00000
MGYG000001904	2805	S	1	0	1	0.00000
Christensenella sp001678845	3406	S	2175	16	2191	0.00005
UMGS743 sp900545085	2618	S	234	10	244	0.00001
MGYG000004235	5428	S	46	29	75	0.00000
MGYG000001822	2708	S	40	2	42	0.00000
NSJ-63 sp014384805	3024	S	4	0	4	0.00000
QANA01 sp900554725	3133	S	1	0	1	0.00000
MGYG000003304	4381	S	1	0	1	0.00000
UBA11524 sp900769075	4612	S	974	39	1013	0.00002
SFFH01 sp900542445	4290	S	275	52	327	0.00001
SFFH01 sp900548125	2511	S	104	17	121	0.00000
SFFH01 sp900542395	3000	S	13	4	17	0.00000
MGYG000004154	5336	S	1	0	1	0.00000
MGYG000004174	5360	S	172	10	182	0.00000
Firm-11 sp900540045	5032	S	66	38	104	0.00000
Firm-11 sp900550955	6003	S	22	0	22	0.00000
MGYG000004168	5352	S	12	0	12	0.00000
Firm-11 sp900548145	5260	S	7	2	9	0.00000
MGYG000004107	5283	S	3	0	3	0.00000
Firm-11 sp900553905	3026	S	2	0	2	0.00000
MGYG000002151	3087	S	12	1	13	0.00000
MGYG000004874	6095	S	9	1	10	0.00000
UMGS1600 sp900553315	1759	S	8	1	9	0.00000
UMGS1600 sp900553295	1901	S	1	0	1	0.00000
MGYG000003490	4589	S	8	0	8	0.00000
UMGS1603 sp900553265	2709	S	7	0	7	0.00000
MGYG000000747	1344	S	7	0	7	0.00000
MGYG000003833	4991	S	7	1	8	0.00000
MGYG000003308	4387	S	5	0	5	0.00000
MGYG000003871	5028	S	5	2	7	0.00000
MGYG000000727	1316	S	3	0	3	0.00000
MGYG000001880	2774	S	1303	46	1349	0.00003
HGM11327 sp900759935	5248	S	330	16	346	0.00001
MGYG000003766	4916	S	6	0	6	0.00000
CAG-1435 sp003537755	4602	S	963	314	1277	0.00003
CAG-1435 sp900769665	2735	S	30	13	43	0.00000
UMGS1707 sp900554285	5632	S	221	46	267	0.00001
UMGS929 sp900546875	2714	S	76	29	105	0.00000
SFEB01 sp004558105	2897	S	10	4	14	0.00000
UMGS1975 sp900556815	5882	S	865	37	902	0.00002
UMGS1975 sp900546685	3710	S	6	0	6	0.00000
UMGS1975 sp900751745	2841	S	5	0	5	0.00000
UMGS416 sp900542005	1542	S	800	22	822	0.00002
UBA10677 sp900767465	5739	S	145	72	217	0.00001
UBA10677 sp003533505	804	S	36	35	71	0.00000
UBA10677 sp900760475	4277	S	4	2	6	0.00000
MGYG000003931	5086	S	73	9	82	0.00000
UMGS1795 sp900553555	5788	S	32	10	42	0.00000
UMGS1795 sp900555125	3057	S	15	6	21	0.00000
MGYG000000428	845	S	2	0	2	0.00000
CAG-552 sp000435495	5118	S	1	0	1	0.00000
MGYG000003235	4302	S	103	11	114	0.00000
CABKMX01 sp902373595	1979	S	53	1	54	0.00000
UMGS1322 sp900769815	4667	S	28	0	28	0.00000
MGYG000001850	2737	S	4	0	4	0.00000
MGYG000003474	4572	S	1	0	1	0.00000
QALW01 sp900547955	2784	S	11	1	12	0.00000
QALW01 sp900552055	5343	S	1	0	1	0.00000
MGYG000000698	1271	S	17	0	17	0.00000
Bacteroides cellulosilyticus	3457	S	824936	913702	1738638	0.04072
Bacteroides intestinalis	3474	S	224096	454254	678350	0.01589
Bacteroides fragilis	2044	S	179384	125099	304483	0.00713
Bacteroides sp002491635	205	S	177341	53195	230536	0.00540
Bacteroides salyersiae	2197	S	176775	179898	356673	0.00835
Bacteroides sp900547205	4391	S	149255	13820	163075	0.00382
Bacteroides ovatus	2098	S	126824	480314	607138	0.01422
Bacteroides sp003545565	487	S	123834	66497	190331	0.00446
Bacteroides xylanisolvens	2057	S	98515	460778	559293	0.01310
Bacteroides oleiciplenus	2183	S	71004	85896	156900	0.00367
Bacteroides fluxus	2086	S	70783	50857	121640	0.00285
Bacteroides sp900766195	4436	S	51346	21798	73144	0.00171
Bacteroides stercorirosoris	3234	S	50584	84050	134634	0.00315
Bacteroides eggerthii	2015	S	49925	55619	105544	0.00247
Bacteroides neonati	2246	S	47855	7476	55331	0.00130
Bacteroides sp900765785	4424	S	20593	26515	47108	0.00110
Bacteroides pyogenes	1401	S	1924	399	2323	0.00005
Bacteroides togonis	1207	S	1374	1083	2457	0.00006
MGYG000002585	3605	S	1190	158	1348	0.00003
Bacteroides sp007896885	4442	S	1136	370	1506	0.00004
Bacteroides graminisolvens	4112	S	947	38	985	0.00002
MGYG000004188	5376	S	902	484	1386	0.00003
Bacteroides sp900553815	5373	S	836	169	1005	0.00002
MGYG000001807	2687	S	794	55	849	0.00002
Phocaeicola massiliensis	517	S	821336	981293	1802629	0.04222
Phocaeicola sp900066445	180	S	375412	178718	554130	0.01298
Phocaeicola plebeius	2078	S	289250	386033	675283	0.01581
Phocaeicola dorei	3484	S	287705	1087218	1374923	0.03220
Phocaeicola sp000436795	4141	S	186755	261962	448717	0.01051
Phocaeicola sp900066455	181	S	93953	138512	232465	0.00544
Phocaeicola coprophilus	555	S	41421	22942	64363	0.00151
Phocaeicola vulgatus	6128	S	35001	11762194	11797195	0.27628
Phocaeicola sartorii	6015	S	21861	32118	53979	0.00126
Phocaeicola salanitronis	1590	S	20132	43168	63300	0.00148
Phocaeicola sp902388365	3581	S	15519	734	16253	0.00038
Phocaeicola sp000432735	2721	S	8192	5348	13540	0.00032
Phocaeicola sp900542985	3589	S	3207	1101	4308	0.00010
Phocaeicola sp900553185	1678	S	2278	1727	4005	0.00009
Phocaeicola sp900552645	1543	S	2040	558	2598	0.00006
Phocaeicola sp002161565	2667	S	1794	4167	5961	0.00014
Phocaeicola sp000434735	2879	S	1617	407	2024	0.00005
Phocaeicola sp900551065	2660	S	1117	1525	2642	0.00006
MGYG000002614	3633	S	1042	211	1253	0.00003
Phocaeicola sp900544675	2832	S	909	217	1126	0.00003
Phocaeicola sp900546355	2825	S	907	1097	2004	0.00005
