name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Phocaeicola sp900552645	1543	S	3324	871	4195	0.00008
Phocaeicola sp002161565	2667	S	3108	7601	10709	0.00019
Phocaeicola sp900553185	1678	S	2800	2290	5090	0.00009
Phocaeicola sp000434735	2879	S	2620	663	3283	0.00006
Phocaeicola sp900551065	2660	S	2091	3019	5110	0.00009
MGYG000002614	3633	S	1595	351	1946	0.00003
Phocaeicola sp900546095	3639	S	1255	353	1608	0.00003
Phocaeicola sp900544675	2832	S	1236	300	1536	0.00003
Phocaeicola sp900546355	2825	S	1183	1500	2683	0.00005
Phocaeicola sp002161765	3983	S	1096	581	1677	0.00003
Phocaeicola sp900551445	5369	S	1022	1223	2245	0.00004
Phocaeicola sp900552075	1520	S	506	934	1440	0.00003
Prevotella sp000436595	1682	S	693625	407363	1100988	0.01970
Prevotella stercorea	473	S	23761	22736	46497	0.00083
Prevotella corporis	4426	S	18949	20931	39880	0.00071
Prevotella disiens	4819	S	18442	4801	23243	0.00042
Prevotella oralis	2218	S	13372	621	13993	0.00025
Prevotella copri_A	4824	S	9871	11454	21325	0.00038
Prevotella sp000436035	1267	S	9328	963	10291	0.00018
Prevotella sp900554545	4421	S	6966	3115	10081	0.00018
Prevotella rara	3381	S	3337	1755	5092	0.00009
Prevotella sp003447235	2755	S	2826	394	3220	0.00006
Prevotella sp000436695	5909	S	1125	201	1326	0.00002
Prevotella sp000436915	3067	S	1079	95	1174	0.00002
Prevotella sp900553465	3775	S	951	123	1074	0.00002
Prevotella sp900553965	2686	S	898	232	1130	0.00002
Prevotella sp900557255	3256	S	833	280	1113	0.00002
MGYG000004462	5665	S	507	23	530	0.00001
Prevotella sp000435635	5066	S	378	76	454	0.00001
Prevotella melaninogenica	4361	S	335	146	481	0.00001
Prevotella bergensis	4915	S	320	163	483	0.00001
Prevotella sp900543585	1784	S	308	56	364	0.00001
Prevotella lascolaii	1819	S	308	163	471	0.00001
Prevotella pectinovora	1751	S	304	180	484	0.00001
Prevotella sp900546535	1199	S	268	94	362	0.00001
Prevotella sp900553595	4558	S	255	12	267	0.00000
Prevotella sp900545525	1464	S	251	13	264	0.00000
Prevotella sp900540375	1629	S	236	1	237	0.00000
Prevotella buccalis	4886	S	232	6	238	0.00000
MGYG000004009	5171	S	220	21	241	0.00000
Prevotella sp900556275	5914	S	199	20	219	0.00000
Prevotella sp000431975	1390	S	143	2	145	0.00000
Prevotella sp900552515	2893	S	134	68	202	0.00000
Prevotella sp002251295	3677	S	132	21	153	0.00000
Prevotella oris	5035	S	129	50	179	0.00000
MGYG000004495	5699	S	129	0	129	0.00000
Prevotella sp900770025	4686	S	126	1	127	0.00000
Prevotella sp900770395	1027	S	124	0	124	0.00000
Prevotella timonensis	4947	S	119	6	125	0.00000
Prevotella sp002251365	1717	S	115	11	126	0.00000
MGYG000002613	3632	S	113	4	117	0.00000
Prevotella denticola	4200	S	105	62	167	0.00000
Prevotella sp002265625	5586	S	103	7	110	0.00000
Prevotella sp900769275	4620	S	95	0	95	0.00000
Prevotella sp900547005	2834	S	93	14	107	0.00000
Prevotella sp900315955	2888	S	92	10	102	0.00000
Prevotella sp900762125	4342	S	89	0	89	0.00000
Prevotella sp900548195	3876	S	87	20	107	0.00000
Prevotella sp002480935	5770	S	81	0	81	0.00000
Prevotella sp900552675	1275	S	79	5	84	0.00000
Prevotella sp900769055	4613	S	78	2	80	0.00000
Prevotella sp900556825	3101	S	76	7	83	0.00000
Prevotella sp900543975	1040	S	72	6	78	0.00000
Prevotella sp900772835	3691	S	70	2	72	0.00000
Prevotella sp900554695	1673	S	70	6	76	0.00000
Prevotella sp002251385	5566	S	67	1	68	0.00000
Prevotella sp900544495	2842	S	64	16	80	0.00000
MGYG000004880	6101	S	62	1	63	0.00000
Prevotella sp900313215	2644	S	59	9	68	0.00000
Prevotella sp900771975	4788	S	54	10	64	0.00000
Prevotella sp002299635	1181	S	53	3	56	0.00000
Prevotella sp900770845	4743	S	52	0	52	0.00000
Prevotella sp900544825	3008	S	51	31	82	0.00000
Prevotella sp900540415	3579	S	51	4	55	0.00000
Prevotella sp900554045	1679	S	48	9	57	0.00000
Prevotella sp900551055	5851	S	42	9	51	0.00000
Prevotella sp000433175	4808	S	42	4	46	0.00000
MGYG000004348	5543	S	42	9	51	0.00000
Prevotella sp900550035	4411	S	42	18	60	0.00000
Prevotella sp900555035	4015	S	40	13	53	0.00000
Prevotella sp900767615	3622	S	38	26	64	0.00000
Prevotella sp900557405	1904	S	36	2	38	0.00000
Prevotella veroralis	3654	S	35	0	35	0.00000
Prevotella sp900765465	4422	S	27	59	86	0.00000
Prevotella sp900551985	3877	S	26	15	41	0.00000
MGYG000002092	3018	S	25	1	26	0.00000
Prevotella sp900548585	4970	S	25	0	25	0.00000
MGYG000004621	5831	S	14	0	14	0.00000
Prevotella sp900552965	3696	S	13	3	16	0.00000
Paraprevotella clara	3556	S	20931	26384	47315	0.00085
Paraprevotella xylaniphila	2091	S	5715	6441	12156	0.00022
MGYG000004824	6042	S	1138	229	1367	0.00002
Paraprevotella sp900546665	1084	S	934	341	1275	0.00002
Paraprevotella sp900760455	2512	S	408	100	508	0.00001
Paraprevotella sp900548345	1466	S	322	130	452	0.00001
MGYG000001886	2779	S	106	14	120	0.00000
MGYG000003470	4568	S	9404	58	9462	0.00017
UBA4372 sp900543815	1274	S	32	0	32	0.00000
MGYG000004885	6105	S	1418	210	1628	0.00003
Prevotellamassilia sp004557035	4761	S	688	1	689	0.00001
Prevotellamassilia sp004552865	4734	S	661	3	664	0.00001
Prevotellamassilia sp000437675	4310	S	550	43	593	0.00001
Prevotellamassilia sp900540885	3978	S	504	118	622	0.00001
Prevotellamassilia sp900542795	2480	S	369	18	387	0.00001
Prevotellamassilia sp900541575	2823	S	121	14	135	0.00000
MGYG000000658	1215	S	63	1	64	0.00000
Prevotellamassilia sp900772575	4801	S	58	2	60	0.00000
Prevotellamassilia sp900768625	4587	S	49	5	54	0.00000
MGYG000002575	3596	S	3580	1858	5438	0.00010
CAG-462 sp900291465	5981	S	2636	511	3147	0.00006
HGM04792 sp900770705	4730	S	1392	13	1405	0.00003
UBA6398 sp003150315	5395	S	231	12	243	0.00000
HGM04593 sp900770665	4728	S	180	0	180	0.00000
UBA6382 sp900557555	5782	S	165	19	184	0.00000
MGYG000003301	4378	S	147	4	151	0.00000
MGYG000000682	1252	S	139	6	145	0.00000
MGYG000004596	5805	S	41	0	41	0.00000
CAG-617 sp000438115	2645	S	39	0	39	0.00000
Alloprevotella tannerae	5485	S	34	4	38	0.00000
Parabacteroides distasonis	3438	S	444572	315019	759591	0.01359
Parabacteroides merdae	184	S	324249	340514	664763	0.01189
Parabacteroides acidifaciens	3451	S	91647	17109	108756	0.00195
Parabacteroides sp003480915	4828	S	8473	8411	16884	0.00030
Parabacteroides faecis	419	S	6843	4957	11800	0.00021
Parabacteroides chinchillae	3414	S	5833	798	6631	0.00012
Parabacteroides sp900548175	2770	S	3154	355	3509	0.00006
Parabacteroides sp900547435	4136	S	979	199	1178	0.00002
Parabacteroides massiliensis	2959	S	926	281	1207	0.00002
Parabacteroides sp900540715	569	S	851	200	1051	0.00002
Parabacteroides sp900760525	3607	S	501	180	681	0.00001
MGYG000004180	5368	S	458	181	639	0.00001
Parabacteroides sp900549585	1268	S	423	70	493	0.00001
Parabacteroides sp900552415	2795	S	408	13	421	0.00001
RC9 sp900771005	4748	S	146293	13644	159937	0.00286
RC9 sp900769905	4687	S	54105	6558	60663	0.00109
MGYG000004050	5216	S	45896	3599	49495	0.00089
RC9 sp000431015	1234	S	9518	8139	17657	0.00032
MGYG000004790	6008	S	3501	166	3667	0.00007
RC9 sp001915575	5151	S	1270	22	1292	0.00002
RC9 sp900546395	3919	S	1085	86	1171	0.00002
RC9 sp900546445	5393	S	807	21	828	0.00001
RC9 sp000434935	1733	S	119	33	152	0.00000
RC9 sp000435075	2483	S	109	20	129	0.00000
RC9 sp900546925	2683	S	44	10	54	0.00000
RC9 sp004556005	4631	S	44	1	45	0.00000
MGYG000000393	779	S	27	1	28	0.00000
MGYG000000592	1127	S	9	6	15	0.00000
UBA1232 sp004561775	4674	S	6573	215	6788	0.00012
UBA1232 sp900769735	4662	S	4145	112	4257	0.00008
UBA1232 sp900769385	4646	S	241	2	243	0.00000
UBA1232 sp900544815	3041	S	135	4	139	0.00000
CAG-831 sp000432775	2649	S	1660	3878	5538	0.00010
CAG-831 sp900771335	4768	S	1039	42	1081	0.00002
CAG-831 sp900769885	4673	S	514	5	519	0.00001
CAG-831 sp900550465	2647	S	19	50	69	0.00000
Odoribacter sp900541415	5062	S	45170	9635	54805	0.00098
Odoribacter massiliensis	2389	S	38472	26616	65088	0.00116
MGYG000003076	4125	S	10693	1987	12680	0.00023
MGYG000004711	5922	S	5190	683	5873	0.00011
MGYG000004650	5860	S	713	901	1614	0.00003
MGYG000004822	6040	S	597	10	607	0.00001
Odoribacter sp900544025	636	S	191	40	231	0.00000
Butyricimonas virosa	458	S	47627	4306	51933	0.00093
Butyricimonas sp900759925	4259	S	9563	23	9586	0.00017
Butyricimonas faecalis	2507	S	374	13	387	0.00001
Gabonibacter massiliensis	2358	S	8758	425	9183	0.00016
Gabonibacter sp900543425	2452	S	51	6	57	0.00000
Dysgonomonas gadei	2096	S	153469	1976	155445	0.00278
Dysgonomonas sp900556485	4178	S	2841	99	2940	0.00005
Dysgonomonas sp900079735	4435	S	195	54	249	0.00000
Dysgonomonas capnocytophagoides	1434	S	170	3	173	0.00000
MGYG000003338	4415	S	121	4	125	0.00000
Fermentimonas caenicola	2313	S	13641	462	14103	0.00025
Alistipes sp900770635	4722	S	44925	5106	50031	0.00090
Alistipes putredinis	1999	S	12667	19950	32617	0.00058
Alistipes onderdonkii	239	S	7974	4654	12628	0.00023
Alistipes sp900769445	4647	S	6064	431	6495	0.00012
Alistipes shahii	75	S	2370	8251	10621	0.00019
Alistipes sp002358415	199	S	1092	88	1180	0.00002
Alistipes finegoldii	5868	S	559	688	1247	0.00002
Alistipes sp902363575	348	S	335	288	623	0.00001
Alistipes timonensis	2402	S	230	91	321	0.00001
MGYG000003599	4715	S	131	1	132	0.00000
Alistipes sp900770585	4721	S	130	0	130	0.00000
Alistipes sp900550925	5154	S	116	15	131	0.00000
MGYG000002203	3146	S	90	16	106	0.00000
Alistipes sp900550375	1443	S	66	4	70	0.00000
Alistipes sp900769525	4650	S	46	0	46	0.00000
Alistipes sp900021155	5109	S	45	6	51	0.00000
Alistipes sp900546065	817	S	40	8	48	0.00000
Alistipes sp900761235	5433	S	31	0	31	0.00000
Alistipes dispar	2925	S	30	6	36	0.00000
Alistipes sp001941065	864	S	22	22	44	0.00000
MGYG000003941	5095	S	21	8	29	0.00000
MGYG000002675	3703	S	20	1	21	0.00000
Alistipes sp902388705	3612	S	18	0	18	0.00000
Alistipes sp900542505	5740	S	17	6	23	0.00000
MGYG000003467	4565	S	17	0	17	0.00000
Alistipes sp900553175	4074	S	13	1	14	0.00000
MGYG000004768	5986	S	11	7	18	0.00000
Alistipes sp900290115	5750	S	11	10	21	0.00000
MGYG000002674	3702	S	6	2	8	0.00000
Alistipes_A indistinctus	2109	S	15225	3894	19119	0.00034
Alistipes_A sp900240235	412	S	6203	3264	9467	0.00017
Alistipes_A sp900546005	5281	S	101	58	159	0.00000
Alistipes_A sp900549685	4073	S	93	314	407	0.00001
Alistipes_A sp900545315	5672	S	66	21	87	0.00000
Tidjanibacter inops_A	3353	S	6412	649	7061	0.00013
Rikenella microfusus	5081	S	905	30	935	0.00002
Muribaculum intestinale	203	S	11698	1547	13245	0.00024
Muribaculum sp002358615	204	S	11080	1656	12736	0.00023
Muribaculum sp002492595	2860	S	483	19	502	0.00001
Muribaculum sp001701195	1836	S	52	0	52	0.00000
CAG-279 sp900541935	3949	S	5093	1760	6853	0.00012
CAG-279 sp900544305	1094	S	357	984	1341	0.00002
CAG-279 sp900548875	2838	S	317	862	1179	0.00002
CAG-279 sp900541555	1505	S	146	10	156	0.00000
CAG-279 sp000437795	3577	S	134	54	188	0.00000
MGYG000003434	4526	S	129	4	133	0.00000
MGYG000003881	5038	S	84	145	229	0.00000
CAG-279 sp900550025	5264	S	79	120	199	0.00000
Sodaliphilus sp004557565	5677	S	6086	523	6609	0.00012
MGYG000003799	4952	S	153	20	173	0.00000
MGYG000003728	4868	S	45	15	60	0.00000
Sodaliphilus sp900770215	4705	S	33	1	34	0.00000
CAG-485 sp900552315	1444	S	667	144	811	0.00001
CAG-485 sp900554845	3800	S	504	413	917	0.00002
MGYG000004705	5916	S	311	99	410	0.00001
MGYG000004042	5207	S	139	4	143	0.00000
CAG-485 sp900761855	5147	S	124	2	126	0.00000
CAG-485 sp900766975	4525	S	69	0	69	0.00000
CAG-485 sp900555915	4222	S	61	2	63	0.00000
MGYG000003816	4972	S	57	1	58	0.00000
CAG-485 sp900549375	6048	S	55	6	61	0.00000
CAG-485 sp900542185	4089	S	45	69	114	0.00000
MGYG000004377	5571	S	42	4	46	0.00000
CAG-485 sp900321585	1955	S	34	66	100	0.00000
CAG-485 sp900760815	2488	S	33	1	34	0.00000
CAG-485 sp900556595	2978	S	30	0	30	0.00000
CAG-485 sp900554345	3763	S	26	0	26	0.00000
CAG-485 sp000437495	4207	S	21	5	26	0.00000
MGYG000004853	6071	S	19	2	21	0.00000
CAG-485 sp900541835	3628	S	10	4	14	0.00000
CAG-485 sp002491165	1246	S	10	0	10	0.00000
MGYG000002064	2995	S	922	22	944	0.00002
MGYG000001666	2521	S	110	27	137	0.00000
CAG-873 sp900755985	1731	S	101	6	107	0.00000
MGYG000004428	5624	S	85	3	88	0.00000
CAG-873 sp004552725	4520	S	73	1	74	0.00000
CAG-873 sp900759825	4256	S	59	1	60	0.00000
CAG-873 sp001701165	2849	S	53	2	55	0.00000
CAG-873 sp900548975	2864	S	46	4	50	0.00000
CAG-873 sp004552485	1235	S	43	2	45	0.00000
MGYG000000448	883	S	25	4	29	0.00000
CAG-873 sp002493945	5146	S	17	0	17	0.00000
MGYG000004213	5401	S	12	0	12	0.00000
Duncaniella sp001701225	2606	S	774	28	802	0.00001
Duncaniella sp900544535	1446	S	108	14	122	0.00000
Duncaniella dubosii	2813	S	73	22	95	0.00000
UBA7173 sp900768685	4597	S	212	2	214	0.00000
UBA7173 sp900540205	1487	S	84	4	88	0.00000
MGYG000004820	6038	S	82	7	89	0.00000
UBA7173 sp900546835	1227	S	40	10	50	0.00000
MGYG000001839	2725	S	39	2	41	0.00000
MGYG000001885	2778	S	29	1	30	0.00000
UBA7173 sp001701135	2848	S	28	3	31	0.00000
UBA7173 sp900555165	5814	S	24	1	25	0.00000
UBA7173 sp900552325	1463	S	22	11	33	0.00000
UBA7173 sp900759895	2491	S	20	7	27	0.00000
Paramuribaculum sp900760855	2540	S	60	7	67	0.00000
MGYG000001775	2650	S	58	24	82	0.00000
Paramuribaculum sp900546365	4248	S	56	12	68	0.00000
Paramuribaculum sp900759915	5932	S	21	6	27	0.00000
HGM05232 sp900759955	4261	S	197	2	199	0.00000
SFTJ01 sp900769345	4640	S	121	2	123	0.00000
Amulumruptor sp900539915	4227	S	35	4	39	0.00000
Amulumruptor sp900547825	5449	S	28	0	28	0.00000
Amulumruptor sp001689515	3093	S	22	2	24	0.00000
MGYG000004432	5629	S	74	7	81	0.00000
Porphyromonas_A somerae	1699	S	14813	3095	17908	0.00032
Porphyromonas_A sp001808555	4319	S	413	260	673	0.00001
MGYG000003746	4892	S	21	10	31	0.00000
Porphyromonas_A sp900554935	5467	S	16	4	20	0.00000
Porphyromonas sp900539765	1488	S	8224	3868	12092	0.00022
Porphyromonas sp900538385	3822	S	1694	3008	4702	0.00008
Porphyromonas gingivalis	4377	S	746	8	754	0.00001
Porphyromonas pasteri	3052	S	226	1	227	0.00000
MGYG000003813	4969	S	185	0	185	0.00000
Porphyromonas asaccharolytica	5464	S	9	14	23	0.00000
Barnesiella intestinihominis	373	S	12908	5223	18131	0.00032
Barnesiella sp900538705	1581	S	626	35	661	0.00001
Barnesiella sp002159975	888	S	179	4	183	0.00000
RF16 sp900542355	610	S	12084	139	12223	0.00022
MGYG000003633	4756	S	103	3	106	0.00000
SFVR01 sp900769035	4610	S	270	2	272	0.00000
SFVR01 sp900771035	4757	S	147	6	153	0.00000
UBA1181 sp900769555	4653	S	171	1	172	0.00000
HGM05398 sp900767385	4541	S	60	2	62	0.00000
Coprobacter secundus	2334	S	8839	735	9574	0.00017
UBA11471 sp000434215	1208	S	5102	922	6024	0.00011
UBA11471 sp900542765	5182	S	1041	106	1147	0.00002
MGYG000003994	5155	S	140	38	178	0.00000
MGYG000004037	5202	S	55	6	61	0.00000
UBA3388 sp002358835	4720	S	247	2	249	0.00000
UBA3388 sp900545215	3692	S	200	7	207	0.00000
HGM05376 sp900769785	4661	S	81	1	82	0.00000
F082 sp900769945	4678	S	103	11	114	0.00000
F082 sp900542475	4780	S	22	3	25	0.00000
F082 sp900771045	4753	S	6	0	6	0.00000
W3P20-009 sp900766825	4513	S	60	0	60	0.00000
Chryseobacterium gambrini	1749	S	174	3	177	0.00000
Epilithonimonas bovis	4958	S	18	1	19	0.00000
UBA1820 sp003150615	827	S	25	0	25	0.00000
UBA1820 sp002314265	887	S	13	15	28	0.00000
MGYG000003905	5060	S	3	3	6	0.00000
Flavobacterium lindanitolerans	1744	S	42	0	42	0.00000
Roseburia hominis	3527	S	2031933	2863082	4895015	0.08757
Roseburia sp900552665	553	S	612999	718560	1331559	0.02382
Roseburia sp003483745	1065	S	15652	2652	18304	0.00033
Roseburia sp900756925	5931	S	9306	895	10201	0.00018
Roseburia sp900542495	5468	S	8815	5769	14584	0.00026
MGYG000004752	5968	S	545	4	549	0.00001
Agathobacter rectalis	3500	S	600014	620312	1220326	0.02183
Agathobacter faecis	4822	S	109703	116291	225994	0.00404
Agathobacter sp900543445	2485	S	28313	2097	30410	0.00054
Agathobacter sp900552085	1062	S	9406	1201	10607	0.00019
Agathobacter sp900548765	964	S	3463	229	3692	0.00007
Agathobacter sp900547695	1842	S	1725	545	2270	0.00004
Agathobacter sp900546625	3698	S	1400	191	1591	0.00003
Acetatifactor sp900066365	178	S	285456	492727	778183	0.01392
MGYG000004203	5391	S	9885	2524	12409	0.00022
Acetatifactor sp900766575	1111	S	5416	1862	7278	0.00013
Acetatifactor sp900760705	2769	S	710	135	845	0.00002
UMGS1375 sp900066615	368	S	262394	468390	730784	0.01307
UMGS1375 sp900551235	5322	S	248	95	343	0.00001
CAG-81 sp900066535	460	S	223797	250086	473883	0.00848
MGYG000004582	5790	S	1878	83	1961	0.00004
MGYG000002628	3645	S	108	4	112	0.00000
MGYG000004677	5889	S	105	1	106	0.00000
Enterocloster citroniae	452	S	38921	22514	61435	0.00110
Enterocloster clostridioformis	2110	S	29644	46917	76561	0.00137
Enterocloster sp000155435	2012	S	25357	8094	33451	0.00060
Enterocloster bolteae	2298	S	17815	21347	39162	0.00070
Enterocloster sp900551225	3873	S	7837	75	7912	0.00014
Enterocloster sp900541315	1909	S	3718	1863	5581	0.00010
Enterocloster sp900543885	1384	S	3124	2315	5439	0.00010
Enterocloster sp900555045	4051	S	1870	99	1969	0.00004
MGYG000001954	2868	S	1701	814	2515	0.00004
Enterocloster sp900753815	2887	S	385	23	408	0.00001
Enterocloster sp900547035	2449	S	296	125	421	0.00001
Enterocloster sp900538485	1705	S	232	35	267	0.00000
Enterocloster sp900549235	2470	S	156	30	186	0.00000
Enterocloster sp900540675	5259	S	126	66	192	0.00000
Enterocloster clostridioformis_A	2404	S	89	111	200	0.00000
Enterocloster sp005845215	1686	S	85	17	102	0.00000
Blautia_A hydrogenotrophica	163	S	29691	3219	32910	0.00059
Blautia_A sp900066145	455	S	21739	38454	60193	0.00108
Blautia_A wexlerae_A	2045	S	11843	44998	56841	0.00102
Blautia_A obeum_B	529	S	5144	16675	21819	0.00039
Blautia_A sp003474435	474	S	5092	8378	13470	0.00024
Blautia_A sp900066335	544	S	4430	6374	10804	0.00019
Blautia_A luti	431	S	3560	5646	9206	0.00016
Blautia_A sp000436615	3260	S	3258	7529	10787	0.00019
Blautia_A sp900548245	5947	S	2816	4641	7457	0.00013
Blautia_A sp003471165	454	S	2343	4398	6741	0.00012
Blautia_A obeum	467	S	1315	3030	4345	0.00008
Blautia_A sp900120195	413	S	527	1727	2254	0.00004
MGYG000001189	1846	S	205	87	292	0.00001
Blautia_A sp900551075	4024	S	122	2	124	0.00000
Blautia_A sp900763175	1172	S	114	32	146	0.00000
Blautia_A sp900551715	4041	S	69	15	84	0.00000
Blautia_A sp900542045	3881	S	59	2	61	0.00000
Blautia_A sp900547615	1888	S	35	53	88	0.00000
Blautia_A sp900549015	4977	S	21	41	62	0.00000
Blautia_A wexlerae_B	6002	S	19	76	95	0.00000
Fusicatenibacter saccharivorans	528	S	148703	317108	465811	0.00833
Fusicatenibacter sp900772675	4803	S	1448	163	1611	0.00003
MGYG000004233	5425	S	114	9	123	0.00000
Clostridium_Q saccharolyticum_A	3490	S	140303	143778	284081	0.00508
Clostridium_Q sp900547735	2464	S	562	20	582	0.00001
Clostridium_Q sp000435655	4123	S	203	21	224	0.00000
MGYG000002170	3103	S	80	8	88	0.00000
Eubacterium_G sp000434315	366	S	72886	62315	135201	0.00242
Eubacterium_G sp000432355	410	S	23015	29327	52342	0.00094
Eubacterium_G sp000435815	459	S	9308	13004	22312	0.00040
Eubacterium_G sp900548465	5221	S	180	201	381	0.00001
Eubacterium_G sp900550135	2492	S	169	209	378	0.00001
MGYG000001032	1669	S	39	5	44	0.00000
RUG115 sp900066395	388	S	109761	101277	211038	0.00378
UBA9502 sp003480315	540	S	33264	48009	81273	0.00145
UBA9502 sp003506385	556	S	22418	56425	78843	0.00141
UBA9502 sp900540335	2466	S	185	22	207	0.00000
UBA7182 sp003480725	370	S	87374	83058	170432	0.00305
Lachnospira rogosae_A	245	S	40784	38685	79469	0.00142
Lachnospira sp000436475	3600	S	39754	17879	57633	0.00103
Lachnospira sp900772425	5576	S	2403	226	2629	0.00005
Lachnospira sp900545725	5581	S	411	48	459	0.00001
Lachnospira sp900316325	5511	S	275	10	285	0.00001
Lachnospira sp900547255	1192	S	95	3	98	0.00000
Lachnospira sp900552795	2915	S	35	5	40	0.00000
TF01-11 sp003529475	3255	S	10750	22933	33683	0.00060
TF01-11 sp000436755	2716	S	9980	19407	29387	0.00053
TF01-11 sp001414325	526	S	9351	21372	30723	0.00055
TF01-11 sp003524945	567	S	2718	5475	8193	0.00015
COE1 sp001916965	5628	S	76593	30644	107237	0.00192
Anaerobutyricum hallii	543	S	1431	43511	44942	0.00080
Anaerobutyricum soehngenii	244	S	508	16692	17200	0.00031
Anaerobutyricum sp002161065	3725	S	47	5	52	0.00000
Lachnoclostridium_A sp003464085	566	S	22881	460	23341	0.00042
Lachnoclostridium_A edouardi	3413	S	17059	5297	22356	0.00040
Lachnoclostridium_A sp002160755	1915	S	6996	64	7060	0.00013
MGYG000001952	2865	S	1209	171	1380	0.00002
Lactonifactor sp009677585	6089	S	47992	8235	56227	0.00101
AF33-28 sp003477885	457	S	47640	12574	60214	0.00108
Eubacterium_I sp900066595	207	S	42819	35593	78412	0.00140
Eubacterium_I sp900546495	1596	S	150	45	195	0.00000
Coprococcus sp000433075	3251	S	24024	15685	39709	0.00071
Coprococcus sp000154245	2576	S	4081	15112	19193	0.00034
Coprococcus sp900761435	4307	S	1524	23	1547	0.00003
Coprococcus sp900066115	437	S	257	853	1110	0.00002
Coprococcus sp900767685	714	S	32	17	49	0.00000
Coprococcus sp900548215	2615	S	17	10	27	0.00000
Dorea_A longicatena_B	3241	S	41175	69656	110831	0.00198
Hungatella sp005845265	382	S	35392	24285	59677	0.00107
CAG-45 sp000438375	386	S	29269	20161	49430	0.00088
Mediterraneibacter lactaris	2011	S	13060	8911	21971	0.00039
Mediterraneibacter torques	2093	S	6065	6971	13036	0.00023
Mediterraneibacter sp900752395	5145	S	5642	886	6528	0.00012
Mediterraneibacter massiliensis	2356	S	1384	525	1909	0.00003
MGYG000002772	3809	S	160	120	280	0.00001
MGYG000004558	5767	S	42	9	51	0.00000
MGYG000000545	1064	S	35	9	44	0.00000
MGYG000004609	5819	S	33	20	53	0.00000
Mediterraneibacter sp900751785	1649	S	30	2	32	0.00000
Mediterraneibacter sp900555215	3616	S	25	2	27	0.00000
MGYG000002150	3086	S	12	1	13	0.00000
Mediterraneibacter sp900553885	1872	S	8	4	12	0.00000
Blautia hominis	3437	S	9012	513	9525	0.00017
Blautia hansenii	2573	S	4876	11817	16693	0.00030
Blautia sp001304935	340	S	3382	613	3995	0.00007
Blautia coccoides	2551	S	1134	213	1347	0.00002
Blautia sp900547685	2446	S	734	446	1180	0.00002
Blautia sp003287895	3085	S	55	14	69	0.00000
MGYG000002212	3154	S	44	6	50	0.00000
Blautia sp900543715	2438	S	21	2	23	0.00000
Blautia sp900539145	1618	S	12	20	32	0.00000
Lacrimispora sp902363835	384	S	23522	148	23670	0.00042
UBA7160 sp902363665	363	S	22207	19569	41776	0.00075
AM51-8 sp003478275	564	S	18814	17657	36471	0.00065
AM51-8 sp900761925	5251	S	184	6	190	0.00000
Schaedlerella glycyrrhizinilytica	2099	S	12132	6118	18250	0.00033
Schaedlerella sp900066545	551	S	2516	3428	5944	0.00011
