name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Phocaeicola coprophilus	555	S	36330	20910	57240	0.00160
Phocaeicola vulgatus	6128	S	27803	9225134	9252937	0.25884
Phocaeicola sartorii	6015	S	18289	27474	45763	0.00128
Phocaeicola sp902388365	3581	S	12992	645	13637	0.00038
Phocaeicola salanitronis	1590	S	8633	19790	28423	0.00080
Phocaeicola sp000432735	2721	S	4894	3393	8287	0.00023
Phocaeicola sp900552645	1543	S	2017	620	2637	0.00007
Phocaeicola sp900542985	3589	S	1972	721	2693	0.00008
Phocaeicola sp900553185	1678	S	1829	1405	3234	0.00009
Phocaeicola sp002161565	2667	S	1319	3269	4588	0.00013
Phocaeicola sp000434735	2879	S	1056	277	1333	0.00004
Phocaeicola sp900551065	2660	S	771	1126	1897	0.00005
Phocaeicola sp900546355	2825	S	630	817	1447	0.00004
MGYG000002614	3633	S	630	129	759	0.00002
Phocaeicola sp900546095	3639	S	595	170	765	0.00002
Phocaeicola sp900544675	2832	S	562	144	706	0.00002
Phocaeicola sp002161765	3983	S	535	288	823	0.00002
Phocaeicola sp900551445	5369	S	400	478	878	0.00002
Phocaeicola sp900552075	1520	S	217	406	623	0.00002
Prevotella sp000436595	1682	S	214303	132815	347118	0.00971
Prevotella stercorea	473	S	13922	13918	27840	0.00078
Prevotella corporis	4426	S	12333	14228	26561	0.00074
Prevotella disiens	4819	S	11591	3569	15160	0.00042
Prevotella oralis	2218	S	8471	410	8881	0.00025
Prevotella copri_A	4824	S	6166	9817	15983	0.00045
Prevotella rara	3381	S	2224	1366	3590	0.00010
Prevotella sp000436035	1267	S	2176	279	2455	0.00007
Prevotella sp003447235	2755	S	2071	307	2378	0.00007
Prevotella sp900554545	4421	S	1330	725	2055	0.00006
Prevotella sp000436915	3067	S	761	83	844	0.00002
Prevotella sp900553965	2686	S	668	188	856	0.00002
Prevotella sp900553465	3775	S	656	114	770	0.00002
Prevotella sp000436695	5909	S	461	101	562	0.00002
MGYG000004462	5665	S	412	26	438	0.00001
Prevotella sp900557255	3256	S	357	157	514	0.00001
Prevotella sp000435635	5066	S	262	53	315	0.00001
Prevotella bergensis	4915	S	200	104	304	0.00001
Prevotella pectinovora	1751	S	187	116	303	0.00001
Prevotella lascolaii	1819	S	160	100	260	0.00001
Prevotella sp900543585	1784	S	150	28	178	0.00000
Prevotella melaninogenica	4361	S	144	66	210	0.00001
Prevotella sp900545525	1464	S	136	7	143	0.00000
Prevotella sp900540375	1629	S	131	0	131	0.00000
MGYG000004009	5171	S	117	14	131	0.00000
Prevotella sp900765465	4422	S	113	310	423	0.00001
Prevotella sp900552515	2893	S	104	71	175	0.00000
Prevotella buccalis	4886	S	101	3	104	0.00000
Prevotella sp900556275	5914	S	95	11	106	0.00000
Prevotella sp900546535	1199	S	93	44	137	0.00000
Prevotella sp000431975	1390	S	80	1	81	0.00000
Prevotella oris	5035	S	71	29	100	0.00000
Prevotella sp900770395	1027	S	57	0	57	0.00000
Prevotella sp900770025	4686	S	57	0	57	0.00000
Prevotella sp002251295	3677	S	57	11	68	0.00000
MGYG000004495	5699	S	54	0	54	0.00000
Prevotella sp900547005	2834	S	52	9	61	0.00000
Prevotella sp900548195	3876	S	50	16	66	0.00000
Prevotella sp900553595	4558	S	46	2	48	0.00000
Prevotella sp900544495	2842	S	43	16	59	0.00000
Prevotella timonensis	4947	S	43	2	45	0.00000
Prevotella sp900762125	4342	S	43	0	43	0.00000
MGYG000002613	3632	S	42	2	44	0.00000
Prevotella sp900554045	1679	S	39	8	47	0.00000
Prevotella sp900552675	1275	S	38	3	41	0.00000
Prevotella sp002480935	5770	S	38	0	38	0.00000
MGYG000004880	6101	S	37	0	37	0.00000
Prevotella sp900769275	4620	S	37	0	37	0.00000
Prevotella denticola	4200	S	36	22	58	0.00000
Prevotella sp900770845	4743	S	34	0	34	0.00000
Prevotella sp900313215	2644	S	33	6	39	0.00000
Prevotella sp900543975	1040	S	33	3	36	0.00000
Prevotella sp000433175	4808	S	32	4	36	0.00000
Prevotella sp900315955	2888	S	32	4	36	0.00000
MGYG000004348	5543	S	30	6	36	0.00000
Prevotella sp900769055	4613	S	30	1	31	0.00000
Prevotella sp900554695	1673	S	30	4	34	0.00000
Prevotella sp900771975	4788	S	30	6	36	0.00000
Prevotella sp002265625	5586	S	29	2	31	0.00000
Prevotella sp900556825	3101	S	28	2	30	0.00000
Prevotella sp900540415	3579	S	28	3	31	0.00000
Prevotella sp002251365	1717	S	26	3	29	0.00000
Prevotella sp002299635	1181	S	25	1	26	0.00000
Prevotella sp900772835	3691	S	23	0	23	0.00000
Prevotella sp900551985	3877	S	22	18	40	0.00000
Prevotella sp002251385	5566	S	21	0	21	0.00000
Prevotella sp900550035	4411	S	21	12	33	0.00000
MGYG000002092	3018	S	19	1	20	0.00000
Prevotella sp900557405	1904	S	18	1	19	0.00000
Prevotella sp900544825	3008	S	18	15	33	0.00000
Prevotella sp900548585	4970	S	16	0	16	0.00000
Prevotella sp900551055	5851	S	15	4	19	0.00000
Prevotella veroralis	3654	S	14	0	14	0.00000
Prevotella sp900555035	4015	S	10	4	14	0.00000
MGYG000004621	5831	S	9	0	9	0.00000
Prevotella sp900767615	3622	S	8	7	15	0.00000
Prevotella sp900552965	3696	S	7	2	9	0.00000
Paraprevotella clara	3556	S	14515	16653	31168	0.00087
Paraprevotella xylaniphila	2091	S	3547	3358	6905	0.00019
MGYG000004824	6042	S	484	97	581	0.00002
Paraprevotella sp900546665	1084	S	378	133	511	0.00001
Paraprevotella sp900760455	2512	S	219	55	274	0.00001
Paraprevotella sp900548345	1466	S	145	58	203	0.00001
MGYG000001886	2779	S	70	10	80	0.00000
MGYG000003470	4568	S	6123	44	6167	0.00017
UBA4372 sp900543815	1274	S	20	0	20	0.00000
MGYG000004885	6105	S	1066	187	1253	0.00004
Prevotellamassilia sp004557035	4761	S	470	1	471	0.00001
Prevotellamassilia sp004552865	4734	S	438	2	440	0.00001
Prevotellamassilia sp900540885	3978	S	268	62	330	0.00001
Prevotellamassilia sp000437675	4310	S	192	15	207	0.00001
Prevotellamassilia sp900542795	2480	S	187	9	196	0.00001
Prevotellamassilia sp900541575	2823	S	70	8	78	0.00000
MGYG000000658	1215	S	42	1	43	0.00000
Prevotellamassilia sp900772575	4801	S	30	1	31	0.00000
Prevotellamassilia sp900768625	4587	S	25	3	28	0.00000
MGYG000002575	3596	S	1981	1018	2999	0.00008
CAG-462 sp900291465	5981	S	1979	393	2372	0.00007
HGM04792 sp900770705	4730	S	959	9	968	0.00003
UBA6398 sp003150315	5395	S	126	6	132	0.00000
HGM04593 sp900770665	4728	S	88	0	88	0.00000
UBA6382 sp900557555	5782	S	80	9	89	0.00000
MGYG000000682	1252	S	68	3	71	0.00000
MGYG000003301	4378	S	59	2	61	0.00000
CAG-617 sp000438115	2645	S	22	0	22	0.00000
MGYG000004596	5805	S	12	0	12	0.00000
Alloprevotella tannerae	5485	S	22	3	25	0.00000
Parabacteroides distasonis	3438	S	409968	349512	759480	0.02125
Parabacteroides merdae	184	S	112261	132943	245204	0.00686
Parabacteroides acidifaciens	3451	S	55163	12104	67267	0.00188
Parabacteroides sp003480915	4828	S	5333	6281	11614	0.00032
Parabacteroides faecis	419	S	5247	4402	9649	0.00027
Parabacteroides chinchillae	3414	S	3712	618	4330	0.00012
Parabacteroides sp900548175	2770	S	1985	247	2232	0.00006
Parabacteroides sp900547435	4136	S	490	119	609	0.00002
Parabacteroides massiliensis	2959	S	440	163	603	0.00002
Parabacteroides sp900540715	569	S	400	107	507	0.00001
MGYG000004180	5368	S	262	119	381	0.00001
Parabacteroides sp900549585	1268	S	249	50	299	0.00001
Parabacteroides sp900760525	3607	S	227	99	326	0.00001
Parabacteroides sp900552415	2795	S	181	7	188	0.00001
RC9 sp900771005	4748	S	100069	9738	109807	0.00307
RC9 sp900769905	4687	S	46505	5195	51700	0.00145
MGYG000004050	5216	S	27722	2256	29978	0.00084
RC9 sp000431015	1234	S	6348	5261	11609	0.00032
MGYG000004790	6008	S	2595	132	2727	0.00008
RC9 sp900546395	3919	S	1309	98	1407	0.00004
RC9 sp001915575	5151	S	945	20	965	0.00003
RC9 sp900546445	5393	S	283	7	290	0.00001
RC9 sp004556005	4631	S	91	3	94	0.00000
RC9 sp000435075	2483	S	53	9	62	0.00000
RC9 sp000434935	1733	S	49	13	62	0.00000
RC9 sp900546925	2683	S	21	4	25	0.00000
MGYG000000393	779	S	10	0	10	0.00000
MGYG000000592	1127	S	5	3	8	0.00000
UBA1232 sp004561775	4674	S	3888	138	4026	0.00011
UBA1232 sp900769735	4662	S	2844	90	2934	0.00008
UBA1232 sp900769385	4646	S	135	1	136	0.00000
UBA1232 sp900544815	3041	S	112	5	117	0.00000
CAG-831 sp000432775	2649	S	872	1819	2691	0.00008
CAG-831 sp900769885	4673	S	381	4	385	0.00001
CAG-831 sp900771335	4768	S	249	10	259	0.00001
CAG-831 sp900550465	2647	S	8	18	26	0.00000
Dysgonomonas gadei	2096	S	66037	1119	67156	0.00188
Dysgonomonas sp900556485	4178	S	2202	103	2305	0.00006
Dysgonomonas sp900079735	4435	S	113	41	154	0.00000
Dysgonomonas capnocytophagoides	1434	S	80	1	81	0.00000
MGYG000003338	4415	S	67	2	69	0.00000
Fermentimonas caenicola	2313	S	10781	408	11189	0.00031
Alistipes sp900770635	4722	S	32478	3723	36201	0.00101
Alistipes sp900769445	4647	S	4929	382	5311	0.00015
Alistipes putredinis	1999	S	4158	7342	11500	0.00032
Alistipes sp002358415	199	S	752	76	828	0.00002
Alistipes shahii	75	S	600	2997	3597	0.00010
Alistipes finegoldii	5868	S	458	613	1071	0.00003
Alistipes onderdonkii	239	S	434	261	695	0.00002
Alistipes sp902363575	348	S	182	193	375	0.00001
Alistipes sp900550925	5154	S	170	29	199	0.00001
MGYG000002203	3146	S	93	18	111	0.00000
Alistipes sp900770585	4721	S	87	0	87	0.00000
Alistipes timonensis	2402	S	75	40	115	0.00000
MGYG000003599	4715	S	74	0	74	0.00000
Alistipes sp900769525	4650	S	45	0	45	0.00000
Alistipes sp900550375	1443	S	44	3	47	0.00000
MGYG000002675	3703	S	22	1	23	0.00000
Alistipes sp900761235	5433	S	18	0	18	0.00000
MGYG000003467	4565	S	18	0	18	0.00000
Alistipes sp900021155	5109	S	17	2	19	0.00000
Alistipes sp900546065	817	S	11	3	14	0.00000
MGYG000004768	5986	S	10	8	18	0.00000
Alistipes sp900553175	4074	S	7	0	7	0.00000
Alistipes sp902388705	3612	S	7	0	7	0.00000
Alistipes sp001941065	864	S	7	10	17	0.00000
MGYG000003941	5095	S	7	3	10	0.00000
Alistipes dispar	2925	S	6	1	7	0.00000
Alistipes sp900542505	5740	S	4	1	5	0.00000
Alistipes sp900290115	5750	S	3	3	6	0.00000
MGYG000002674	3702	S	2	1	3	0.00000
Alistipes_A indistinctus	2109	S	9232	2655	11887	0.00033
Alistipes_A sp900240235	412	S	1285	856	2141	0.00006
Alistipes_A sp900549685	4073	S	66	402	468	0.00001
Alistipes_A sp900546005	5281	S	53	44	97	0.00000
Alistipes_A sp900545315	5672	S	51	21	72	0.00000
Tidjanibacter inops_A	3353	S	4892	847	5739	0.00016
Rikenella microfusus	5081	S	951	56	1007	0.00003
Odoribacter sp900541415	5062	S	14813	4575	19388	0.00054
Odoribacter massiliensis	2389	S	12387	10648	23035	0.00064
MGYG000003076	4125	S	2556	628	3184	0.00009
MGYG000004711	5922	S	1320	224	1544	0.00004
MGYG000004650	5860	S	528	885	1413	0.00004
MGYG000004822	6040	S	193	4	197	0.00001
Odoribacter sp900544025	636	S	76	23	99	0.00000
Butyricimonas virosa	458	S	14030	1494	15524	0.00043
Butyricimonas sp900759925	4259	S	5008	10	5018	0.00014
Butyricimonas faecalis	2507	S	81	2	83	0.00000
Gabonibacter massiliensis	2358	S	3917	220	4137	0.00012
Gabonibacter sp900543425	2452	S	23	2	25	0.00000
Muribaculum intestinale	203	S	9104	1254	10358	0.00029
Muribaculum sp002358615	204	S	5028	867	5895	0.00016
Muribaculum sp002492595	2860	S	266	10	276	0.00001
Muribaculum sp001701195	1836	S	18	0	18	0.00000
Sodaliphilus sp004557565	5677	S	4429	486	4915	0.00014
MGYG000003799	4952	S	104	17	121	0.00000
MGYG000003728	4868	S	19	8	27	0.00000
Sodaliphilus sp900770215	4705	S	13	0	13	0.00000
CAG-279 sp900541935	3949	S	3094	1173	4267	0.00012
CAG-279 sp900548875	2838	S	150	349	499	0.00001
CAG-279 sp900544305	1094	S	139	311	450	0.00001
CAG-279 sp000437795	3577	S	97	44	141	0.00000
MGYG000003434	4526	S	74	2	76	0.00000
CAG-279 sp900541555	1505	S	64	4	68	0.00000
MGYG000003881	5038	S	49	68	117	0.00000
CAG-279 sp900550025	5264	S	39	48	87	0.00000
CAG-485 sp900552315	1444	S	480	93	573	0.00002
CAG-485 sp900554845	3800	S	389	320	709	0.00002
MGYG000004705	5916	S	168	48	216	0.00001
MGYG000004042	5207	S	107	3	110	0.00000
CAG-485 sp900761855	5147	S	87	1	88	0.00000
CAG-485 sp900766975	4525	S	39	0	39	0.00000
MGYG000003816	4972	S	31	0	31	0.00000
CAG-485 sp900555915	4222	S	29	1	30	0.00000
CAG-485 sp900549375	6048	S	27	2	29	0.00000
CAG-485 sp900556595	2978	S	18	0	18	0.00000
CAG-485 sp900321585	1955	S	17	30	47	0.00000
MGYG000004377	5571	S	17	1	18	0.00000
CAG-485 sp900542185	4089	S	14	19	33	0.00000
CAG-485 sp900554345	3763	S	12	0	12	0.00000
CAG-485 sp900541835	3628	S	12	4	16	0.00000
CAG-485 sp900760815	2488	S	11	0	11	0.00000
CAG-485 sp000437495	4207	S	10	2	12	0.00000
MGYG000004853	6071	S	6	0	6	0.00000
CAG-485 sp002491165	1246	S	6	0	6	0.00000
MGYG000002064	2995	S	492	10	502	0.00001
CAG-873 sp900755985	1731	S	67	3	70	0.00000
MGYG000004428	5624	S	62	2	64	0.00000
MGYG000001666	2521	S	60	13	73	0.00000
CAG-873 sp004552725	4520	S	45	0	45	0.00000
CAG-873 sp900548975	2864	S	29	3	32	0.00000
CAG-873 sp900759825	4256	S	23	0	23	0.00000
CAG-873 sp001701165	2849	S	20	0	20	0.00000
CAG-873 sp004552485	1235	S	14	0	14	0.00000
MGYG000000448	883	S	13	1	14	0.00000
CAG-873 sp002493945	5146	S	6	0	6	0.00000
MGYG000004213	5401	S	3	0	3	0.00000
Duncaniella sp001701225	2606	S	330	13	343	0.00001
Duncaniella sp900544535	1446	S	60	11	71	0.00000
Duncaniella dubosii	2813	S	37	14	51	0.00000
UBA7173 sp900768685	4597	S	131	1	132	0.00000
UBA7173 sp900540205	1487	S	48	2	50	0.00000
UBA7173 sp900552325	1463	S	39	11	50	0.00000
MGYG000004820	6038	S	33	3	36	0.00000
UBA7173 sp900546835	1227	S	21	6	27	0.00000
UBA7173 sp001701135	2848	S	18	1	19	0.00000
UBA7173 sp900555165	5814	S	17	0	17	0.00000
MGYG000001839	2725	S	12	0	12	0.00000
UBA7173 sp900759895	2491	S	11	2	13	0.00000
MGYG000001885	2778	S	8	0	8	0.00000
Paramuribaculum sp900760855	2540	S	28	9	37	0.00000
Paramuribaculum sp900546365	4248	S	23	13	36	0.00000
Paramuribaculum sp900759915	5932	S	18	14	32	0.00000
MGYG000001775	2650	S	17	19	36	0.00000
HGM05232 sp900759955	4261	S	65	1	66	0.00000
SFTJ01 sp900769345	4640	S	62	1	63	0.00000
MGYG000004432	5629	S	51	4	55	0.00000
Amulumruptor sp001689515	3093	S	20	2	22	0.00000
Amulumruptor sp900539915	4227	S	19	2	21	0.00000
Amulumruptor sp900547825	5449	S	7	0	7	0.00000
Porphyromonas_A somerae	1699	S	10666	1671	12337	0.00035
Porphyromonas_A sp001808555	4319	S	305	142	447	0.00001
MGYG000003746	4892	S	14	5	19	0.00000
Porphyromonas_A sp900554935	5467	S	13	2	15	0.00000
Porphyromonas sp900539765	1488	S	5897	2323	8220	0.00023
Porphyromonas sp900538385	3822	S	1076	1578	2654	0.00007
Porphyromonas gingivalis	4377	S	505	7	512	0.00001
Porphyromonas pasteri	3052	S	187	1	188	0.00001
MGYG000003813	4969	S	114	0	114	0.00000
Porphyromonas asaccharolytica	5464	S	3	3	6	0.00000
MGYG000003897	5054	S	1	3	4	0.00000
Barnesiella intestinihominis	373	S	9232	4715	13947	0.00039
Barnesiella sp900538705	1581	S	430	32	462	0.00001
Barnesiella sp002159975	888	S	77	2	79	0.00000
RF16 sp900542355	610	S	6975	75	7050	0.00020
MGYG000003633	4756	S	88	3	91	0.00000
SFVR01 sp900769035	4610	S	192	1	193	0.00001
SFVR01 sp900771035	4757	S	74	3	77	0.00000
UBA1181 sp900769555	4653	S	102	1	103	0.00000
HGM05398 sp900767385	4541	S	30	1	31	0.00000
Coprobacter secundus	2334	S	5233	530	5763	0.00016
UBA11471 sp000434215	1208	S	3232	660	3892	0.00011
UBA11471 sp900542765	5182	S	836	111	947	0.00003
MGYG000003994	5155	S	47	16	63	0.00000
MGYG000004037	5202	S	31	4	35	0.00000
UBA3388 sp002358835	4720	S	116	1	117	0.00000
UBA3388 sp900545215	3692	S	101	4	105	0.00000
HGM05376 sp900769785	4661	S	55	0	55	0.00000
F082 sp900769945	4678	S	72	4	76	0.00000
F082 sp900542475	4780	S	6	0	6	0.00000
F082 sp900771045	4753	S	5	0	5	0.00000
W3P20-009 sp900766825	4513	S	49	0	49	0.00000
Chryseobacterium gambrini	1749	S	113	1	114	0.00000
Epilithonimonas bovis	4958	S	13	1	14	0.00000
UBA1820 sp003150615	827	S	24	0	24	0.00000
UBA1820 sp002314265	887	S	9	16	25	0.00000
MGYG000003905	5060	S	2	4	6	0.00000
Flavobacterium lindanitolerans	1744	S	25	0	25	0.00000
Sutterella wadsworthensis	2075	S	347146	127487	474633	0.01328
Sutterella parvirubra	2139	S	2638	614	3252	0.00009
Sutterella wadsworthensis_A	2160	S	1390	1721	3111	0.00009
Sutterella sp900545275	1535	S	87	30	117	0.00000
MGYG000000821	1440	S	49	2	51	0.00000
Sutterella sp900754475	5905	S	19	10	29	0.00000
MGYG000004829	6047	S	17	0	17	0.00000
Sutterella faecalis	5654	S	10	1	11	0.00000
MGYG000003914	5068	S	6	1	7	0.00000
MGYG000002062	2993	S	5	0	5	0.00000
Sutterella sp900764215	4220	S	5	0	5	0.00000
MGYG000000632	1182	S	5	2	7	0.00000
MGYG000000560	1085	S	5	0	5	0.00000
MGYG000001574	2414	S	4	0	4	0.00000
MGYG000004096	5271	S	4	0	4	0.00000
Sutterella sp900762445	5010	S	3	0	3	0.00000
Sutterella seckii_A	2894	S	1	0	1	0.00000
MGYG000003441	4534	S	30014	8385	38399	0.00107
Oxalobacter formigenes	2037	S	2522	3713	6235	0.00017
Oxalobacter formigenes_B	3515	S	25	11	36	0.00000
MGYG000004749	5965	S	5	15	20	0.00000
MGYG000003451	4546	S	4	8	12	0.00000
Oxalobacter sp900760095	5228	S	1	0	1	0.00000
Parasutterella excrementihominis	1985	S	3759	340	4099	0.00011
Parasutterella sp009767915	2830	S	4	0	4	0.00000
Pigmentiphaga sp002188635	3436	S	287	141	428	0.00001
Duodenibacillus sp900544255	4362	S	178	33	211	0.00001
Duodenibacillus sp900762555	1299	S	6	4	10	0.00000
Duodenibacillus sp900544335	936	S	4	0	4	0.00000
Duodenibacillus sp900552915	1089	S	3	1	4	0.00000
Achromobacter xylosoxidans	277	S	208	24	232	0.00001
CAG-521 sp000437635	1092	S	60	86	146	0.00000
MGYG000000351	689	S	14	7	21	0.00000
CAG-521 sp900546995	1431	S	7	1	8	0.00000
CAG-521 sp900553105	5836	S	3	9	12	0.00000
MGYG000001900	2797	S	2	2	4	0.00000
MGYG000001892	2788	S	1	0	1	0.00000
Pelistega indica	3334	S	166	63	229	0.00001
Comamonas kerstersii	5332	S	9	0	9	0.00000
Turicimonas sp900542195	3662	S	8	0	8	0.00000
Cupriavidus metallidurans	4879	S	3	8	11	0.00000
Acidovorax temperans	1938	S	1	0	1	0.00000
Vitreoscilla massiliensis	2345	S	1772	938	2710	0.00008
Neisseria macacae	2104	S	13	101	114	0.00000
Neisseria subflava_C	4463	S	11	66	77	0.00000
Neisseria elongata	3051	S	2	14	16	0.00000
MGYG000003735	4877	S	67	5	72	0.00000
MGYG000000634	1187	S	12	0	12	0.00000
Azonexus sp900549295	1746	S	1	0	1	0.00000
Escherichia coli_D	3516	S	11738	40750	52488	0.00147
Escherichia albertii	3517	S	2296	4277	6573	0.00018
Escherichia sp000208585	3291	S	519	1640	2159	0.00006
Providencia rettgeri_D	2027	S	19970	2567	22537	0.00063
Providencia stuartii	2007	S	1837	775	2612	0.00007
Providencia alcalifaciens	2251	S	14	1	15	0.00000
Providencia alcalifaciens_A	2250	S	4	0	4	0.00000
Plesiomonas shigelloides	3551	S	12354	8002	20356	0.00057
Citrobacter europaeus	3504	S	4359	10716	15075	0.00042
Citrobacter gillenii	3549	S	106	441	547	0.00002
Citrobacter youngae	341	S	16	30	46	0.00000
Citrobacter portucalensis	2574	S	1	2	3	0.00000
Phytobacter sp002377245	4452	S	780	784	1564	0.00004
Phytobacter massiliensis	2188	S	199	308	507	0.00001
Phytobacter ursingii	3532	S	93	852	945	0.00003
Phytobacter diazotrophicus	3948	S	5	3	8	0.00000
Cronobacter sakazakii	3462	S	68	800	868	0.00002
Cronobacter malonaticus	3491	S	18	172	190	0.00001
Leminorella richardii	3371	S	694	354	1048	0.00003
Leminorella grimontii	3267	S	2	0	2	0.00000
Salmonella bongori	3505	S	569	839	1408	0.00004
Edwardsiella tarda	2064	S	525	140	665	0.00002
Pantoea septica	3423	S	280	714	994	0.00003
Pantoea anthophila	4454	S	65	22	87	0.00000
Pantoea ananatis	4473	S	5	0	5	0.00000
Pantoea brenneri	4460	S	2	3	5	0.00000
Pantoea eucalypti	4170	S	1	0	1	0.00000
Enterobacter_D kobei_A	4433	S	350	1784	2134	0.00006
Enterobacter cancerogenus	2022	S	45	116	161	0.00000
Enterobacter chengduensis	3512	S	40	290	330	0.00001
Enterobacter cloacae	3510	S	16	59	75	0.00000
Enterobacter hormaechei_A	3514	S	9	70	79	0.00000
Enterobacter asburiae_B	3529	S	7	71	78	0.00000
Enterobacter cloacae_K	3511	S	4	17	21	0.00000
Enterobacter sichuanensis	3508	S	3	9	12	0.00000
Enterobacter ludwigii	3513	S	1	2	3	0.00000
Enterobacter bugandensis	3864	S	1	4	5	0.00000
Pseudescherichia sp002298805	4439	S	209	258	467	0.00001
Yersinia enterocolitica	3307	S	121	122	243	0.00001
Yersinia massiliensis	3469	S	24	7	31	0.00000
Yersinia frederiksenii	3470	S	4	1	5	0.00000
Yersinia kristensenii_B	3464	S	3	1	4	0.00000
Proteus sp001722135	3411	S	150	26	176	0.00000
Proteus sp003144505	6032	S	46	101	147	0.00000
Klebsiella quasivariicola	4228	S	44	128	172	0.00000
Klebsiella pneumoniae	3554	S	41	167	208	0.00001
Klebsiella aerogenes	3507	S	33	85	118	0.00000
Klebsiella variicola	3521	S	12	25	37	0.00000
MGYG000003882	5039	S	6	3	9	0.00000
Cedecea davisae	2216	S	108	197	305	0.00001
Enterobacter_A timonensis	2369	S	96	229	325	0.00001
Citrobacter_A sedlakii	2567	S	66	133	199	0.00001
Serratia marcescens_I	3323	S	27	55	82	0.00000
Serratia surfactantfaciens	3528	S	16	12	28	0.00000
Serratia ureilytica	4481	S	3	2	5	0.00000
Serratia liquefaciens	4849	S	2	1	3	0.00000
Klebsiella_A oxytoca	305	S	50	96	146	0.00000
Hafnia alvei	3518	S	46	30	76	0.00000
Kluyvera ascorbata_B	3499	S	20	122	142	0.00000
Raoultella ornithinolytica	3340	S	7	26	33	0.00000
Franconibacter helveticus	4157	S	7	1	8	0.00000
Kosakonia cowanii	5041	S	7	5	12	0.00000
Mixta calida	4235	S	5	2	7	0.00000
Leclercia adecarboxylata_C	4241	S	5	9	14	0.00000
Chimaeribacter coloradensis	4167	S	1	0	1	0.00000
Vibrio cholerae	3275	S	8784	4851	13635	0.00038
Vibrio metoecus	3348	S	294	24	318	0.00001
Vibrio vulnificus	3547	S	39	0	39	0.00000
Vibrio furnissii	2584	S	34	12	46	0.00000
Vibrio fluvialis	2572	S	21	1	22	0.00000
Haemophilus_D parainfluenzae_N	3935	S	1337	740	2077	0.00006
MGYG000000860	1471	S	601	320	921	0.00003
MGYG000001112	1765	S	38	21	59	0.00000
Haemophilus_D sp900756155	1622	S	14	7	21	0.00000
MGYG000004837	6054	S	12	10	22	0.00000
Haemophilus_D parainfluenzae_L	1736	S	11	3	14	0.00000
MGYG000003021	4076	S	2	0	2	0.00000
Haemophilus influenzae	4474	S	20	0	20	0.00000
Haemophilus sp002998595	3658	S	15	0	15	0.00000
Haemophilus_A paraphrohaemolyticus	3571	S	3	0	3	0.00000
Succinivibrio sp900770725	4731	S	1345	257	1602	0.00004
MGYG000000708	1287	S	23	1	24	0.00000
Succinivibrio sp900555115	1692	S	3	0	3	0.00000
MGYG000001857	2744	S	1	0	1	0.00000
UBA2804 sp900768635	4591	S	64	14	78	0.00000
WG-1 sp900539665	4550	S	20	2	22	0.00000
Anaerobiospirillum succiniciproducens	4533	S	12	2	14	0.00000
Anaerobiospirillum sp900543125	660	S	3	0	3	0.00000
MGYG000001890	2785	S	8	0	8	0.00000
Aeromonas dhakensis	2557	S	59	998	1057	0.00003
Aeromonas caviae	3539	S	4	47	51	0.00000
Aeromonas veronii_A	2556	S	2	19	21	0.00000
Acinetobacter variabilis	3314	S	438	872	1310	0.00004
Acinetobacter junii	2055	S	124	473	597	0.00002
Acinetobacter pittii	3318	S	23	136	159	0.00000
Acinetobacter sp900766635	4500	S	18	4	22	0.00000
Acinetobacter courvalinii	3315	S	10	28	38	0.00000
Acinetobacter sp900771065	4755	S	3	0	3	0.00000
Acinetobacter baumannii	3316	S	2	9	11	0.00000
Pseudomonas_B luteola	2241	S	413	380	793	0.00002
Pseudomonas citronellolis	5333	S	1	0	1	0.00000
Salinicola tamaricis	4071	S	107	75	182	0.00001
Stenotrophomonas bentonitica_A	3367	S	525	2338	2863	0.00008
Stenotrophomonas maltophilia_AK	3368	S	6	94	100	0.00000
Stenotrophomonas maltophilia	3928	S	2	39	41	0.00000
Stenotrophomonas maltophilia_AQ	4848	S	1	8	9	0.00000
Stenotrophomonas maltophilia_S	4911	S	1	23	24	0.00000
Xanthomonas_B massiliensis	2366	S	332	470	802	0.00002
Rs-D84 sp900546225	3195	S	80	3807	3887	0.00011
Rs-D84 sp900546185	1587	S	37	98	135	0.00000
Rs-D84 sp900550565	4786	S	12	48	60	0.00000
Rs-D84 sp900549365	1125	S	4	184	188	0.00001
MGYG000004298	5492	S	620	887	1507	0.00004
CAG-977 sp900553035	3598	S	16	0	16	0.00000
CAG-977 sp900768845	4603	S	1	1	2	0.00000
UBA2903 sp002349565	5687	S	15	43	58	0.00000
MGYG000000637	1191	S	1295	27	1322	0.00004
CAG-495 sp001917125	3634	S	26	3	29	0.00000
MGYG000000394	784	S	7	0	7	0.00000
MGYG000004400	5596	S	6	0	6	0.00000
MGYG000004444	5644	S	6	1	7	0.00000
MGYG000001894	2790	S	2	0	2	0.00000
CAG-495 sp900540425	2904	S	1	0	1	0.00000
MGYG000000617	1164	S	7	6	13	0.00000
RUG410 sp900769705	990	S	2	1	3	0.00000
51-20 sp900762565	4358	S	3	0	3	0.00000
51-20 sp900539605	4983	S	3	1	4	0.00000
MGYG000003817	4973	S	2	0	2	0.00000
51-20 sp001917175	2941	S	1	0	1	0.00000
CAG-267 sp001917135	4278	S	4	2	6	0.00000
CAG-267 sp900551865	1490	S	2	0	2	0.00000
