name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
CAG-110 sp900547405	982	S	13	0	13	0.00000
MGYG000000710	1290	S	11	1	12	0.00000
CAG-110 sp900752285	2625	S	10	1	11	0.00000
CAG-110 sp000434635	1337	S	9	3	12	0.00000
CAG-110 sp900549495	4980	S	6	0	6	0.00000
MGYG000002255	3211	S	6	0	6	0.00000
CAG-110 sp900554705	3203	S	5	0	5	0.00000
CAG-110 sp900548795	3835	S	5	0	5	0.00000
MGYG000003850	5008	S	4	2	6	0.00000
MGYG000000736	1329	S	4	0	4	0.00000
CAG-110 sp900544405	4368	S	2	0	2	0.00000
CAG-110 sp900769835	4670	S	1	0	1	0.00000
MGYG000004745	5961	S	1	0	1	0.00000
Evtepia gabavorous	3450	S	2690	947	3637	0.00010
Evtepia sp900546255	5346	S	30	4	34	0.00000
Evtepia sp900758955	1902	S	10	0	10	0.00000
Evtepia sp004556345	1889	S	8	0	8	0.00000
MGYG000000739	1333	S	1	0	1	0.00000
CAG-83 sp000435555	3759	S	1865	884	2749	0.00008
CAG-83 sp900549395	3762	S	192	91	283	0.00001
CAG-83 sp003487665	3834	S	53	7	60	0.00000
CAG-83 sp900545585	3078	S	15	4	19	0.00000
CAG-83 sp900545495	1494	S	7	1	8	0.00000
CAG-83 sp900552725	1278	S	6	1	7	0.00000
CAG-83 sp900756715	5266	S	6	0	6	0.00000
CAG-83 sp902388735	3615	S	5	0	5	0.00000
CAG-83 sp900547745	5691	S	4	0	4	0.00000
CAG-83 sp001916855	5384	S	4	1	5	0.00000
CAG-83 sp900552475	5237	S	3	1	4	0.00000
CAG-83 sp900551995	3079	S	3	0	3	0.00000
CAG-83 sp900556015	5678	S	3	0	3	0.00000
CAG-83 sp900550615	2602	S	3	0	3	0.00000
Pseudoflavonifractor capillosus	231	S	2142	1264	3406	0.00010
Dysosmobacter sp900770295	4704	S	768	99	867	0.00002
MGYG000003910	5064	S	97	9	106	0.00000
MGYG000002680	3709	S	84	37	121	0.00000
Dysosmobacter sp900546705	1539	S	73	4	77	0.00000
Dysosmobacter sp900556925	1425	S	53	25	78	0.00000
MGYG000002229	3176	S	53	8	61	0.00000
MGYG000002704	3740	S	41	16	57	0.00000
Dysosmobacter sp001916835	2986	S	20	11	31	0.00000
Dysosmobacter sp900544615	1455	S	14	4	18	0.00000
Dysosmobacter sp900548505	3711	S	14	5	19	0.00000
Dysosmobacter sp004553545	5894	S	9	4	13	0.00000
Dysosmobacter sp900551885	2861	S	6	0	6	0.00000
Dysosmobacter sp900550685	6001	S	2	0	2	0.00000
Dysosmobacter sp900763685	3047	S	2	1	3	0.00000
Oscillibacter ruminantium	4021	S	1099	4	1103	0.00003
MGYG000002727	3767	S	1006	216	1222	0.00003
CAG-103 sp900317855	1500	S	441	235	676	0.00002
CAG-103 sp000432375	5730	S	92	60	152	0.00000
MGYG000002753	3791	S	22	8	30	0.00000
CAG-103 sp004556965	1687	S	13	2	15	0.00000
CAG-103 sp900543625	1791	S	9	2	11	0.00000
MGYG000004068	5234	S	241	26	267	0.00001
MGYG000002828	3872	S	14	0	14	0.00000
UBA9475 sp900549885	3701	S	206	46	252	0.00001
UBA9475 sp900554075	5937	S	13	1	14	0.00000
MGYG000000746	1342	S	45	15	60	0.00000
MGYG000004062	5227	S	22	4	26	0.00000
UBA1777 sp900549545	2859	S	19	5	24	0.00000
UBA1777 sp900547315	5311	S	7	25	32	0.00000
MGYG000002084	3010	S	4	3	7	0.00000
MGYG000001028	1665	S	3	0	3	0.00000
MGYG000004139	5321	S	3	3	6	0.00000
UBA1777 sp900549865	1850	S	3	0	3	0.00000
UBA1777 sp900549645	4981	S	1	4	5	0.00000
MGYG000003938	5092	S	1	1	2	0.00000
MGYG000004206	5394	S	73	9	82	0.00000
ER4 sp900763705	3049	S	47	18	65	0.00000
ER4 sp900317525	3751	S	12	7	19	0.00000
ER4 sp900546295	5685	S	8	2	10	0.00000
ER4 sp900768135	1353	S	2	0	2	0.00000
CAG-170 sp900751035	4790	S	64	10	74	0.00000
MGYG000004702	5913	S	10	2	12	0.00000
CAG-170 sp000432135	4049	S	9	3	12	0.00000
CAG-170 sp900555665	1498	S	4	0	4	0.00000
MGYG000004327	5522	S	39	7	46	0.00000
F23-B02 sp000431075	5388	S	8	1	9	0.00000
F23-B02 sp004558025	5883	S	8	2	10	0.00000
F23-B02 sp002472405	2824	S	4	3	7	0.00000
F23-B02 sp900556535	3752	S	4	1	5	0.00000
F23-B02 sp900772725	3681	S	2	0	2	0.00000
F23-B02 sp001916715	5584	S	2	1	3	0.00000
UMGS1872 sp900555795	4975	S	50	2	52	0.00000
MGYG000002213	3155	S	8	3	11	0.00000
UMGS1872 sp902373635	1973	S	6	1	7	0.00000
MGYG000002067	2996	S	30	9	39	0.00000
MGYG000004686	5897	S	7	3	10	0.00000
NK3B98 sp900545815	5446	S	22	0	22	0.00000
NK3B98 sp900758315	1867	S	12	3	15	0.00000
MGYG000002696	3731	S	21	2	23	0.00000
MGYG000002068	2997	S	9	1	10	0.00000
MGYG000000377	749	S	8	0	8	0.00000
UBA738 sp900763675	2962	S	6	1	7	0.00000
MGYG000000735	1328	S	5	1	6	0.00000
UBA738 sp003522945	5319	S	2	1	3	0.00000
MGYG000004811	6030	S	13	3	16	0.00000
UBA5446 sp900545405	5766	S	6	1	7	0.00000
UBA5446 sp900752445	6051	S	3	0	3	0.00000
UBA5446 sp900543085	4976	S	2	0	2	0.00000
UBA5446 sp900544765	3885	S	1	0	1	0.00000
Marseille-P3106 sp900169975	5323	S	10	0	10	0.00000
HGM12998 sp900756495	5242	S	10	1	11	0.00000
MGYG000003297	4374	S	6	1	7	0.00000
MGYG000003869	5026	S	6	0	6	0.00000
MGYG000003289	4364	S	3	0	3	0.00000
Agathobaculum butyriciproducens	432	S	10080	9667	19747	0.00055
Agathobaculum sp900555465	3074	S	69	43	112	0.00000
Agathobaculum sp900557315	1452	S	30	10	40	0.00000
Agathobaculum sp900544475	1768	S	13	1	14	0.00000
MGYG000004135	5317	S	1	0	1	0.00000
MGYG000002627	3644	S	733	16	749	0.00002
MGYG000002604	3623	S	7	0	7	0.00000
MGYG000004122	5302	S	6	0	6	0.00000
MGYG000003305	4383	S	47	0	47	0.00000
MGYG000003907	5061	S	42	2	44	0.00000
Butyricicoccus_A sp002395695	1774	S	41	11	52	0.00000
MGYG000004857	6076	S	31	0	31	0.00000
MGYG000001891	2787	S	17	0	17	0.00000
HGM12669 sp900761935	5440	S	3845	1557	5402	0.00015
MGYG000001133	1788	S	31	12	43	0.00000
UMGS911 sp003343545	3700	S	2587	360	2947	0.00008
MGYG000000386	766	S	20	4	24	0.00000
UMGS911 sp900545935	3761	S	9	1	10	0.00000
MGYG000004035	5200	S	549	294	843	0.00002
UMGS1815 sp900555345	6028	S	5	1	6	0.00000
Firm-07 sp900770145	4697	S	476	190	666	0.00002
MGYG000000719	1303	S	258	14	272	0.00001
MGYG000001879	2771	S	19	6	25	0.00000
UMGS1312 sp900550625	5134	S	125	147	272	0.00001
CAG-724 sp900551005	4131	S	58	47	105	0.00000
MGYG000000750	1348	S	21	9	30	0.00000
CAG-724 sp003524145	995	S	3	6	9	0.00000
QALR01 sp900552255	3705	S	44	6	50	0.00000
QALR01 sp900542425	4120	S	32	1	33	0.00000
QALR01 sp900553085	5675	S	4	0	4	0.00000
MGYG000004503	5707	S	1	0	1	0.00000
MGYG000004722	5934	S	65	13	78	0.00000
UMGS1696 sp900763885	3055	S	44	2	46	0.00000
UMGS1696 sp900554225	919	S	8	0	8	0.00000
UMGS1865 sp900547725	4551	S	35	16	51	0.00000
UMGS1865 sp900555785	822	S	13	3	16	0.00000
UMGS902 sp900546635	1514	S	9	2	11	0.00000
UMGS902 sp003343845	2977	S	4	0	4	0.00000
UMGS902 sp900761025	5402	S	2	0	2	0.00000
MGYG000003839	4997	S	1	0	1	0.00000
MGYG000004098	5273	S	1	0	1	0.00000
MGYG000000350	687	S	17	3	20	0.00000
UBA11512 sp003522145	5125	S	9	3	12	0.00000
HGM12657 sp900760575	4284	S	8	3	11	0.00000
CAG-841 sp002479075	3219	S	6	1	7	0.00000
CAG-841 sp000437375	908	S	1	1	2	0.00000
UMGS874 sp900546315	3913	S	6	0	6	0.00000
CAG-272 sp000433515	5293	S	4	0	4	0.00000
CAG-390 sp900753295	1202	S	3	1	4	0.00000
UMGS2055 sp900557635	5158	S	3	0	3	0.00000
UBA644 sp002299265	1950	S	7782	1259	9041	0.00025
HGM12619 sp900753195	2759	S	56	6	62	0.00000
MGYG000004033	5198	S	11	0	11	0.00000
QAMX01 sp004555605	2992	S	337	22	359	0.00001
QAMX01 sp003149835	5920	S	208	2	210	0.00001
UMGS882 sp900546385	937	S	406	34	440	0.00001
MGYG000004231	5423	S	13	1	14	0.00000
UMGS882 sp900757905	721	S	7	0	7	0.00000
UMGS1052 sp900548115	3963	S	76	18	94	0.00000
MGYG000004125	5305	S	9	4	13	0.00000
UCG-010 sp900754535	2920	S	1	0	1	0.00000
MGYG000003207	4264	S	1	0	1	0.00000
QAKW01 sp003343605	2812	S	16	1	17	0.00000
MGYG000004100	5275	S	8	1	9	0.00000
MGYG000002005	2923	S	1	0	1	0.00000
MGYG000004760	5978	S	10	1	11	0.00000
CAG-245 sp900761475	5545	S	44849	9488	54337	0.00152
MGYG000000732	1325	S	949	830	1779	0.00005
MGYG000004449	5649	S	100	30	130	0.00000
CAG-245 sp900758165	5896	S	18	5	23	0.00000
CAG-492 sp000434335	5430	S	7041	1479	8520	0.00024
MGYG000004904	6125	S	194	272	466	0.00001
CAG-492 sp900557195	1605	S	94	135	229	0.00001
CAG-269 sp900754285	2908	S	2089	461	2550	0.00007
CAG-269 sp003525075	4578	S	975	481	1456	0.00004
MGYG000004458	5658	S	964	220	1184	0.00003
CAG-269 sp900551615	1404	S	869	441	1310	0.00004
CAG-269 sp000431335	1764	S	289	129	418	0.00001
MGYG000004411	5605	S	153	26	179	0.00001
MGYG000004800	6018	S	148	40	188	0.00001
CAG-269 sp900555615	4359	S	138	73	211	0.00001
MGYG000000738	1331	S	84	19	103	0.00000
CAG-269 sp900554365	4132	S	64	5	69	0.00000
CAG-269 sp900753165	2854	S	48	38	86	0.00000
MGYG000000656	1210	S	29	10	39	0.00000
CAG-269 sp900552555	1468	S	20	10	30	0.00000
MGYG000004103	5278	S	13	3	16	0.00000
MGYG000000432	853	S	7	2	9	0.00000
CAG-269 sp000435535	1838	S	6	2	8	0.00000
MGYG000001739	2607	S	6	0	6	0.00000
CAG-269 sp900762425	4356	S	4	0	4	0.00000
MGYG000004212	5400	S	4	0	4	0.00000
CAG-269 sp900554565	1841	S	4	0	4	0.00000
CAG-269 sp001916065	3601	S	3	1	4	0.00000
CAG-354 sp900555085	3592	S	1278	220	1498	0.00004
CAG-354 sp900759015	1878	S	145	24	169	0.00000
MGYG000000384	762	S	5	0	5	0.00000
CAG-354 sp900754085	5551	S	3	0	3	0.00000
MGYG000004119	5299	S	2	0	2	0.00000
MGYG000002201	3143	S	791	83	874	0.00002
UMGS1663 sp900553405	3838	S	229	50	279	0.00001
UMGS1663 sp900553865	2494	S	4	1	5	0.00000
MGYG000004594	5803	S	4	0	4	0.00000
CAG-273 sp003507395	732	S	151	12	163	0.00000
MGYG000004539	5744	S	38	2	40	0.00000
MGYG000004078	5247	S	15	1	16	0.00000
CAG-273 sp000438355	5513	S	5	0	5	0.00000
MGYG000004477	5680	S	5	0	5	0.00000
UMGS1781 sp900555075	2776	S	20	102	122	0.00000
UMGS1781 sp900553695	2496	S	11	50	61	0.00000
UMGS1781 sp900553365	5366	S	4	19	23	0.00000
MGYG000001861	2749	S	166	90	256	0.00001
HGM13634 sp900770385	952	S	3	0	3	0.00000
UMGS1933 sp900772235	4796	S	89	121	210	0.00001
UMGS1933 sp900556455	4151	S	5	0	5	0.00000
MGYG000000423	835	S	51	12	63	0.00000
UBA7001 sp900768805	4601	S	21	0	21	0.00000
MGYG000004073	5240	S	4	0	4	0.00000
MGYG000002797	3837	S	54	8	62	0.00000
UMGS1994 sp900556975	3851	S	33	2	35	0.00000
UMGS1864 sp900555835	3226	S	24	2	26	0.00000
UMGS1901 sp900553755	3113	S	21	7	28	0.00000
CAG-452 sp000434035	2535	S	17	4	21	0.00000
CAG-452 sp900770415	5135	S	3	0	3	0.00000
MGYG000003781	4934	S	18	1	19	0.00000
MGYG000003749	4897	S	2	0	2	0.00000
UMGS1754 sp900759475	1830	S	7	0	7	0.00000
CAG-793 sp900557475	5380	S	2	0	2	0.00000
CAG-465 sp900554875	5089	S	15	0	15	0.00000
MGYG000004306	5501	S	9	3	12	0.00000
MGYG000004427	5623	S	4	0	4	0.00000
Peptostreptococcus russellii_A	2445	S	11052	2339	13391	0.00037
Peptostreptococcus anaerobius	594	S	54	26	80	0.00000
Peptostreptococcus sp900759325	1899	S	2	0	2	0.00000
Terrisporobacter sp902363255	297	S	464	1103	1567	0.00004
Terrisporobacter glycolicus_A	81	S	109	133	242	0.00001
Clostridioides difficile	3350	S	77	1048	1125	0.00003
Clostridioides difficile_A	3351	S	6	61	67	0.00000
Intestinibacter bartlettii	215	S	622	89	711	0.00002
Paraclostridium sordellii	392	S	68	430	498	0.00001
Paraclostridium bifermentans	137	S	18	101	119	0.00000
GCA-900066495 sp902362365	65	S	159	254	413	0.00001
GCA-900066495 sp900066495	194	S	95	88	183	0.00001
Peptacetobacter hiranonis	2024	S	234	37	271	0.00001
Peptacetobacter sp900539645	3897	S	80	8	88	0.00000
Peptacetobacter sp900550335	1897	S	2	0	2	0.00000
Romboutsia timonensis	3584	S	14	16	30	0.00000
BX12 sp902363595	345	S	6181	1430	7611	0.00021
BX12 sp014333425	4267	S	37	2	39	0.00000
MGYG000003324	4405	S	2110	1040	3150	0.00009
VUNA01 sp002299625	5132	S	489	33	522	0.00001
UBA1191 sp900066305	176	S	757	1064	1821	0.00005
UBA1191 sp900543485	4009	S	559	596	1155	0.00003
MGYG000004481	5684	S	83	13	96	0.00000
UBA1191 sp900549125	5178	S	7	0	7	0.00000
MGYG000003623	4744	S	5	0	5	0.00000
Bacilliculturomica massiliensis	299	S	1139	20	1159	0.00003
Emergencia timonensis	2383	S	663	393	1056	0.00003
Emergencia sp900551775	3135	S	41	3	44	0.00000
S5-A14a sp900553025	4855	S	76	19	95	0.00000
CAG-238 sp900551415	1229	S	69	4	73	0.00000
CAG-145 sp900542565	2789	S	50	8	58	0.00000
MGYG000004863	6082	S	8	0	8	0.00000
MGYG000004123	5303	S	36	7	43	0.00000
MGYG000001953	2867	S	20	2	22	0.00000
Mobilibacterium timonense	1143	S	19	1	20	0.00000
Alterileibacterium massiliense	4895	S	15	4	19	0.00000
Eubacterium_T sp900766045	3619	S	8	0	8	0.00000
UMGS973 sp900547295	1849	S	5	0	5	0.00000
MGYG000003743	4889	S	1	0	1	0.00000
Criibacterium bergeronii	4902	S	1	0	1	0.00000
Anaerococcus rubeinfantis	2359	S	3247	2494	5741	0.00016
Anaerococcus nagyae	3229	S	438	387	825	0.00002
Anaerococcus senegalensis	2185	S	385	627	1012	0.00003
Anaerococcus jeddahensis	2301	S	269	428	697	0.00002
MGYG000003782	4935	S	148	121	269	0.00001
Anaerococcus vaginalis_B	3282	S	58	85	143	0.00000
Anaerococcus sp900541365	4249	S	11	4	15	0.00000
Anaerococcus lactolyticus	4933	S	4	0	4	0.00000
Anaerococcus prevotii	3934	S	4	3	7	0.00000
MGYG000003789	4942	S	1	0	1	0.00000
Anaerococcus octavius	4172	S	1	0	1	0.00000
MGYG000002901	3945	S	1	1	2	0.00000
Anaerococcus sp900550345	3929	S	1	1	2	0.00000
Anaerococcus prevotii_A	3855	S	1	1	2	0.00000
Anaerococcus sp900551095	1641	S	1	0	1	0.00000
Lagierella massiliensis	2338	S	3567	418	3985	0.00011
Peptoniphilus_C sp902363535	352	S	1675	2358	4033	0.00011
Peptoniphilus_A raoultii	4899	S	565	367	932	0.00003
Peptoniphilus_A harei_A	334	S	144	470	614	0.00002
Peptoniphilus_A sp900538655	4199	S	121	170	291	0.00001
Peptoniphilus_A harei	1362	S	1	1	2	0.00000
Neofamilia massiliensis	2320	S	1067	648	1715	0.00005
Finegoldia magna	5890	S	928	1158	2086	0.00006
MGYG000002896	3940	S	4	1	5	0.00000
Kallipyga massiliensis	3285	S	813	371	1184	0.00003
Murdochiella vaginalis	2403	S	271	305	576	0.00002
Murdochiella massiliensis	2375	S	52	52	104	0.00000
Peptoniphilus_B duerdenii	4906	S	168	142	310	0.00001
MGYG000003778	4931	S	28	21	49	0.00000
Ezakiella coagulans	4883	S	6	0	6	0.00000
Fenollaria massiliensis	4881	S	27	8	35	0.00000
Sporanaerobacter acetigenes	2455	S	740	778	1518	0.00004
CABMKH01 sp902386935	3420	S	550	599	1149	0.00003
Tissierella sp002266425	3859	S	8	0	8	0.00000
Sedimentibacter sp003457065	4844	S	4	0	4	0.00000
Clostridium beijerinckii	5878	S	3254	208	3462	0.00010
Clostridium celatum	2184	S	1525	639	2164	0.00006
Clostridium paraputrificum	383	S	771	176	947	0.00003
Clostridium disporicum_A	191	S	533	179	712	0.00002
Clostridium saudiense	381	S	119	131	250	0.00001
Clostridium sp900547475	4155	S	74	85	159	0.00000
Clostridium tertium	2033	S	47	8	55	0.00000
Clostridium sp900540255	1453	S	33	35	68	0.00000
Clostridium sp900539375	1606	S	14	0	14	0.00000
Clostridium sp900769625	4657	S	10	1	11	0.00000
MGYG000004852	6070	S	5	8	13	0.00000
Clostridium_H massiliodielmoense	3393	S	1351	142	1493	0.00004
Clostridium_J sp000821305	2265	S	146	323	469	0.00001
Clostridium_J senegalense	2155	S	101	122	223	0.00001
Clostridium_J ihumii	2566	S	60	63	123	0.00000
Clostridium_J sp902363375	321	S	38	59	97	0.00000
Clostridium_J sp900548455	4191	S	23	10	33	0.00000
Clostridium_F niameyense	2303	S	392	92	484	0.00001
Clostridium_F tepidum	4158	S	147	75	222	0.00001
Clostridium_F botulinum	3330	S	2	0	2	0.00000
Clostridium_P massiliamazoniense	2335	S	550	448	998	0.00003
Clostridium_AA polynesiense	2273	S	169	15	184	0.00001
Clostridium_B sp902809985	3989	S	9	0	9	0.00000
MGYG000003416	4503	S	7	0	7	0.00000
Clostridium_G cochlearium	4188	S	4	0	4	0.00000
Monoglobus pectinilyticus	3424	S	2604	667	3271	0.00009
Monoglobus sp900554105	5918	S	396	313	709	0.00002
Monoglobus sp900542675	3066	S	24	0	24	0.00000
UMGS1326 sp900550775	1887	S	414	8	422	0.00001
UMGS1820 sp900769795	4669	S	9	0	9	0.00000
UMGS1820 sp900545865	5201	S	8	1	9	0.00000
UMGS1820 sp900555375	1885	S	1	1	2	0.00000
UMGS1494 sp900552305	5348	S	5	0	5	0.00000
MGYG000004144	5326	S	1	0	1	0.00000
UMGS1388 sp900551345	4118	S	307	16	323	0.00001
Eubacterium callanderi	338	S	1292	329	1621	0.00005
Anaerofustis sp900549875	1424	S	31	0	31	0.00000
Garciella sp900555725	4838	S	6	0	6	0.00000
MGYG000002685	3718	S	610	48	658	0.00002
UBA9506 sp003506415	1439	S	191	3	194	0.00001
UMGS755 sp900545185	5230	S	96	1	97	0.00000
MGYG000004845	6062	S	21	5	26	0.00000
MGYG000002713	3749	S	18	1	19	0.00000
MGYG000004193	5381	S	719	31	750	0.00002
MGYG000000674	1239	S	16	1	17	0.00000
MGYG000004439	5639	S	3	0	3	0.00000
UMGS1883 sp900763305	5414	S	516	6	522	0.00001
UMGS1851 sp900555605	2656	S	265	1	266	0.00001
MGYG000000455	892	S	8	0	8	0.00000
UMGS1537 sp900552695	2530	S	5	1	6	0.00000
MGYG000000728	1319	S	93	4	97	0.00000
MGYG000002719	3758	S	92	14	106	0.00000
MGYG000004133	5315	S	77	3	80	0.00000
HGM11507 sp900761005	2528	S	73	31	104	0.00000
UMGS1840 sp900555525	2793	S	24	1	25	0.00000
KA00274 sp902373515	1965	S	9	0	9	0.00000
UMGS687 sp900545735	2853	S	5678	2348	8026	0.00022
UMGS687 sp900544595	2857	S	42	6	48	0.00000
MGYG000004882	6103	S	258	47	305	0.00001
UBA11517 sp900555365	1586	S	165	20	185	0.00001
MGYG000001853	2741	S	31	0	31	0.00000
UBA11517 sp003522085	1482	S	27	2	29	0.00000
MGYG000000459	900	S	309	54	363	0.00001
MGYG000004512	5716	S	164	14	178	0.00000
MGYG000000751	1350	S	133	48	181	0.00001
UMGS1470 sp900766395	1247	S	23	2	25	0.00000
HGM11367 sp900767835	4556	S	14	8	22	0.00000
UMGS2069 sp900557585	3105	S	13	1	14	0.00000
Christensenella sp001678845	3406	S	4779	50	4829	0.00014
UMGS743 sp900545085	2618	S	735	40	775	0.00002
MGYG000001822	2708	S	118	12	130	0.00000
MGYG000004235	5428	S	26	20	46	0.00000
QANA01 sp900554725	3133	S	9	1	10	0.00000
MGYG000003304	4381	S	1	0	1	0.00000
NSJ-63 sp014384805	3024	S	1	0	1	0.00000
HGM11377 sp900755035	2952	S	2920	406	3326	0.00009
CAG-475 sp900548005	2837	S	457	757	1214	0.00003
CAG-475 sp900547975	5007	S	116	111	227	0.00001
CAG-475 sp000434435	1281	S	4	1	5	0.00000
UMGS1688 sp900544575	4219	S	21	1	22	0.00000
UMGS1688 sp900554085	3122	S	9	15	24	0.00000
MGYG000004615	5825	S	3	0	3	0.00000
MGYG000000749	1347	S	24	6	30	0.00000
MGYG000003562	4672	S	3	0	3	0.00000
UBA7597 sp900542935	847	S	1173	1241	2414	0.00007
UBA1259 sp900769565	4656	S	358	14	372	0.00001
UBA1259 sp900770685	4727	S	64	2	66	0.00000
UBA1259 sp900771345	4769	S	46	5	51	0.00000
MGYG000001863	2751	S	1	0	1	0.00000
UBA10281 sp000437515	1450	S	277	200	477	0.00001
UBA10281 sp900767885	5557	S	14	5	19	0.00000
MGYG000002654	3678	S	9	0	9	0.00000
UBA10281 sp900554485	4494	S	3	0	3	0.00000
MGYG000003737	4880	S	223	25	248	0.00001
MGYG000001854	2742	S	123	26	149	0.00000
MGYG000003953	5110	S	80	7	87	0.00000
MGYG000000676	1241	S	21	0	21	0.00000
HGM11416 sp900768525	980	S	64	41	105	0.00000
HGM11416 sp900766495	954	S	6	0	6	0.00000
MGYG000001864	2753	S	34	24	58	0.00000
QALS01 sp900555925	668	S	5	5	10	0.00000
QALS01 sp003150575	809	S	5	3	8	0.00000
MGYG000001914	2819	S	3	0	3	0.00000
MGYG000000399	791	S	3	0	3	0.00000
UMGS693 sp900544555	5003	S	1315	78	1393	0.00004
SFDB01 sp004558825	1301	S	886	315	1201	0.00003
UMGS1241 sp900540495	1561	S	382	212	594	0.00002
UMGS1241 sp900550525	5367	S	7	2	9	0.00000
UMGS1241 sp900549955	1513	S	2	0	2	0.00000
UMGS946 sp900547135	4144	S	91	28	119	0.00000
UMGS946 sp900544965	5236	S	25	14	39	0.00000
CAG-1024 sp000432015	1492	S	7	2	9	0.00000
UBA1685 sp002320595	1786	S	6	1	7	0.00000
MGYG000003526	4632	S	1	0	1	0.00000
MGYG000002204	3147	S	4	0	4	0.00000
SFEL01 sp004557245	5439	S	4	4	8	0.00000
CAG-1435 sp003537755	4602	S	1250	785	2035	0.00006
CAG-1435 sp900769665	2735	S	25	20	45	0.00000
UMGS1707 sp900554285	5632	S	178	52	230	0.00001
UMGS929 sp900546875	2714	S	54	26	80	0.00000
SFEB01 sp004558105	2897	S	4	2	6	0.00000
MGYG000001880	2774	S	1400	58	1458	0.00004
HGM11327 sp900759935	5248	S	275	16	291	0.00001
MGYG000003766	4916	S	7	1	8	0.00000
UBA11524 sp900769075	4612	S	584	16	600	0.00002
MGYG000004174	5360	S	147	7	154	0.00000
Firm-11 sp900540045	5032	S	88	44	132	0.00000
Firm-11 sp900550955	6003	S	28	1	29	0.00000
MGYG000004168	5352	S	10	0	10	0.00000
Firm-11 sp900553905	3026	S	4	0	4	0.00000
Firm-11 sp900548145	5260	S	2	0	2	0.00000
MGYG000004107	5283	S	2	0	2	0.00000
SFFH01 sp900548125	2511	S	6	9	15	0.00000
SFFH01 sp900542445	4290	S	6	14	20	0.00000
SFFH01 sp900542395	3000	S	3	7	10	0.00000
MGYG000004154	5336	S	3	0	3	0.00000
MGYG000002151	3087	S	21	0	21	0.00000
MGYG000003871	5028	S	17	6	23	0.00000
UMGS1603 sp900553265	2709	S	13	0	13	0.00000
MGYG000003833	4991	S	12	1	13	0.00000
SFMI01 sp004556155	5219	S	9	0	9	0.00000
MGYG000003490	4589	S	5	0	5	0.00000
MGYG000004874	6095	S	4	0	4	0.00000
MGYG000003308	4387	S	3	0	3	0.00000
MGYG000000727	1316	S	3	0	3	0.00000
UMGS1600 sp900553315	1759	S	1	0	1	0.00000
UMGS1600 sp900553295	1901	S	1	0	1	0.00000
MGYG000000747	1344	S	2	0	2	0.00000
UMGS1975 sp900556815	5882	S	570	20	590	0.00002
UMGS1975 sp900546685	3710	S	6	0	6	0.00000
UMGS1975 sp900751745	2841	S	1	0	1	0.00000
UMGS416 sp900542005	1542	S	502	16	518	0.00001
UBA10677 sp900767465	5739	S	132	94	226	0.00001
UBA10677 sp003533505	804	S	28	41	69	0.00000
UBA10677 sp900760475	4277	S	13	11	24	0.00000
MGYG000003931	5086	S	83	15	98	0.00000
UMGS1795 sp900553555	5788	S	23	11	34	0.00000
UMGS1795 sp900555125	3057	S	17	13	30	0.00000
MGYG000000428	845	S	2	1	3	0.00000
CAG-552 sp000435495	5118	S	1	0	1	0.00000
CABKMX01 sp902373595	1979	S	162	6	168	0.00000
MGYG000000698	1271	S	53	2	55	0.00000
UMGS1322 sp900769815	4667	S	17	0	17	0.00000
MGYG000001850	2737	S	6	1	7	0.00000
MGYG000003474	4572	S	1	0	1	0.00000
QALW01 sp900547955	2784	S	9	4	13	0.00000
QALW01 sp900552055	5343	S	1	0	1	0.00000
MGYG000003235	4302	S	7	0	7	0.00000
Bacteroides cellulosilyticus	3457	S	445351	525117	970468	0.02715
Bacteroides intestinalis	3474	S	133058	286663	419721	0.01174
Bacteroides fragilis	2044	S	95414	69674	165088	0.00462
Bacteroides sp002491635	205	S	92941	30221	123162	0.00345
Bacteroides salyersiae	2197	S	87458	102064	189522	0.00530
Bacteroides sp003545565	487	S	68737	39726	108463	0.00303
Bacteroides ovatus	2098	S	58053	236727	294780	0.00825
Bacteroides xylanisolvens	2057	S	53632	266818	320450	0.00896
Bacteroides sp900547205	4391	S	51829	5097	56926	0.00159
Bacteroides sp900766195	4436	S	43829	19528	63357	0.00177
Bacteroides fluxus	2086	S	41745	31941	73686	0.00206
Bacteroides eggerthii	2015	S	37819	46787	84606	0.00237
Bacteroides oleiciplenus	2183	S	35915	47015	82930	0.00232
Bacteroides stercorirosoris	3234	S	27850	49273	77123	0.00216
Bacteroides neonati	2246	S	27043	4756	31799	0.00089
Bacteroides sp900765785	4424	S	22575	30373	52948	0.00148
Bacteroides pyogenes	1401	S	1650	367	2017	0.00006
Bacteroides togonis	1207	S	1426	1199	2625	0.00007
Bacteroides graminisolvens	4112	S	690	30	720	0.00002
MGYG000002585	3605	S	667	93	760	0.00002
Bacteroides sp007896885	4442	S	646	250	896	0.00003
MGYG000001807	2687	S	524	37	561	0.00002
MGYG000004188	5376	S	501	286	787	0.00002
Bacteroides sp900553815	5373	S	493	105	598	0.00002
Phocaeicola massiliensis	517	S	522234	640691	1162925	0.03253
Phocaeicola sp900066445	180	S	249767	130066	379833	0.01063
Phocaeicola dorei	3484	S	198888	758036	956924	0.02677
Phocaeicola plebeius	2078	S	191171	271375	462546	0.01294
Phocaeicola sp000436795	4141	S	129451	190471	319922	0.00895
Phocaeicola sp900066455	181	S	65282	104259	169541	0.00474
